total_bonus,session_id,round_id,anchor,age,education,gender,nfctotal,rpstotal,round_payment,checks,round_score,round_num,live,checkBonus,bonusMissed,durationEstimation,delayEstimation,gameMode,condition,deltaT,numChecks,deltaTtoRational,waitingTime,day
0.47,2308,12793,1048,57,2,F,22,23,0.14,"['299', '560', '799', '1048', '1064']",2584,0,No,FALSE,1,15,2,2,5CD,2.537,10,2.869,3,Wednesday1
0.47,2308,12795,1250,57,2,F,22,23,0.14,"['386', '708', '1098', '1250', '1443']",2407,1,No,FALSE,1,15,2,2,5CD,3.521428571,7,2.047142857,3,Wednesday1
0.47,2308,12802,2548,57,2,F,22,23,0.14,"['594', '1268', '1905', '2548', '2571']",2577,2,No,TRUE,1,15,2,2,5CD,6.35,3,0.333333333,3,Wednesday1
0.47,2308,12810,291,57,2,F,22,23,0.14,"['291', '746']",2445,3,No,TRUE,1,15,2,2,5CD,6.236666667,3,0.236666667,3,Wednesday1
0.47,2308,12814,1732,57,2,F,22,23,0.12,"['515', '1109', '1719', '1732', '2356']",1976,4,No,TRUE,1,15,2,2,5CD,5.73,3,0.83,3,Wednesday1
0.47,2308,12827,1485,57,2,F,22,23,0.14,"['946', '1485', '1878']",2407,5,No,TRUE,1,15,2,2,5CD,9.39,2,-2.59,3,Wednesday1
0.6,2311,12798,69,35,5,M,37,21,0.13,"['69', '738']",2231,0,No,FALSE,0,10,3,5,30CD,7.38,1,0.62,0.5,Wednesday1
0.6,2311,12804,1989,35,5,M,37,21,0.15,"['950', '1989', '2034']",2755,1,No,TRUE,0,10,3,5,30CD,9.5,1,-1.5,0.5,Wednesday1
0.6,2311,12812,837,35,5,M,37,21,0.12,"['666', '837', '1515']",2122,2,No,TRUE,0,10,3,5,30CD,7.575,2,-0.515,0.5,Wednesday1
0.6,2311,12816,1225,35,5,M,37,21,0.12,"['973', '1225', '2015']",2010,3,No,TRUE,0,10,3,5,30CD,9.73,1,-1.73,0.5,Wednesday1
0.6,2311,12839,1044,35,5,M,37,21,0.13,"['696', '1044', '1507']",2337,4,No,TRUE,0,10,3,5,30CD,7.535,2,-0.475,0.5,Wednesday1
0.6,2311,12854,588,35,5,M,37,21,0.15,"['588', '704']",2784,5,No,TRUE,0,10,3,5,30CD,7.67,2,-0.61,0.5,Wednesday1
0.54,2309,12796,2166,33,4,F,34,32,0.13,"['598', '977', '1431', '1848', '2166', '2303']",2363,0,No,TRUE,0,20,10,3,15CD,4.62,4,1.635,1,Wednesday1
0.54,2309,12805,852,33,4,F,34,32,0.13,"['590', '852', '1507']",2145,1,No,TRUE,0,20,10,3,15CD,7.535,2,-0.335,1,Wednesday1
0.54,2309,12813,1875,33,4,F,34,32,0.13,"['928', '1685', '1875', '2359']",2216,2,No,TRUE,0,20,10,3,15CD,8.425,2,-1.625,1,Wednesday1
0.54,2309,12826,19,33,4,F,34,32,0.13,"['19', '666']",2253,3,No,TRUE,0,20,10,3,15CD,11.325,2,-4.825,1,Wednesday1
0.54,2309,12832,2603,33,4,F,34,32,0.13,"['534', '1140', '1787', '2412', '2603']",2203,4,No,TRUE,0,20,10,3,15CD,5.956666667,3,0.603333333,1,Wednesday1
0.54,2309,12851,2079,33,4,F,34,32,0.12,"['852', '1284', '1803', '2079', '2643']",2036,5,No,TRUE,0,20,10,3,15CD,8.81,3,-2.943333333,1,Wednesday1
0.58,2315,12809,2526,41,1,F,29,21,0.13,"['662', '1344', '2151', '2526']",2226,0,No,FALSE,0,4,15,3,15CD,6.72,2,0.34,1,Wednesday1
0.58,2315,12819,1149,41,1,F,29,21,0.12,"['958', '1149', '1909']",2040,1,No,TRUE,0,4,15,3,15CD,9.58,1,-1.58,1,Wednesday1
0.58,2315,12829,1807,41,1,F,29,21,0.13,"['606', '1321', '1807', '2185']",2322,2,No,TRUE,0,4,15,3,15CD,6.605,2,0.595,1,Wednesday1
0.58,2315,12847,2650,41,1,F,29,21,0.14,"['1079', '2117', '2650']",2450,3,No,TRUE,0,4,15,3,15CD,10.79,1,-2.79,1,Wednesday1
0.58,2315,12866,985,41,1,F,29,21,0.12,"['856', '985', '1734']",2051,4,No,TRUE,0,4,15,3,15CD,8.67,2,-1.87,1,Wednesday1
0.58,2315,12895,1098,41,1,F,29,21,0.15,"['549', '1098', '1238']",2660,5,No,TRUE,0,4,15,3,15CD,6.19,2,1.13,1,Wednesday1
0.61,2317,12820,162,61,4,F,35,37,0.14,"['162', '488']",2574,0,No,FALSE,0,30,12,5,30CD,4.7325,4,1.5775,0.5,Wednesday1
0.61,2317,12835,177,61,4,F,35,37,0.15,"['177', '299']",2778,1,No,TRUE,0,30,12,5,30CD,3.628,5,2.942,0.5,Wednesday1
0.61,2317,12849,1497,61,4,F,35,37,0.14,"['170', '492', '939', '1497', '1568']",2529,2,No,TRUE,0,30,12,5,30CD,3.92,4,3,0.5,Wednesday1
0.61,2317,12867,958,61,4,F,35,37,0.14,"['420', '958', '1056']",2502,3,Yes,TRUE,0,30,12,5,30CD,8.32,3,-2.013333333,0.5,Wednesday1
0.61,2317,12885,2666,61,4,F,35,37,0.13,"['310', '761', '1246', '1852', '2321', '2666', '2829']",2237,4,No,TRUE,0,30,12,5,30CD,4.642,5,1.642,0.5,Wednesday1
0.61,2317,12913,2813,61,4,F,35,37,0.13,"['352', '768', '1363', '1678', '2189', '2765', '2813']",2213,5,No,TRUE,0,30,12,5,30CD,5.53,5,0.318,0.5,Wednesday1
0.33,2328,12846,2907,48,4,F,36,23,0.12,"['299', '757', '1246', '1727', '2181', '2636', '2907']",2107,0,Yes,FALSE,2,20,13,4,20CD,4.362,5,1.906,0.75,Wednesday1
0.33,2328,12868,338,48,4,F,36,23,0.13,"['295', '303', '338', '609']",2229,1,Yes,FALSE,2,20,13,4,20CD,4.255,6,1.725,0.75,Wednesday1
0.33,2328,12882,1580,48,4,F,36,23,0.14,"['367', '772', '1219', '1580', '1598']",2382,2,Yes,FALSE,2,20,13,4,20CD,3.92,6,2.045,0.75,Wednesday1
0.33,2328,12901,463,48,4,F,36,23,0.12,"['454', '463', '939']",2124,3,Yes,TRUE,2,20,13,4,20CD,4.696,5,1.212,0.75,Wednesday1
0.33,2328,12914,2218,48,4,F,36,23,0.13,"['257', '662', '1064', '1473', '1871', '2218', '2242']",2176,4,Yes,TRUE,2,20,13,4,20CD,3.695714286,7,1.864285714,0.75,Wednesday1
0.33,2328,12935,1899,48,4,F,36,23,0.13,"['375', '727', '1117', '1518', '1899', '1916']",2283,5,Yes,TRUE,2,20,13,4,20CD,3.75,6,2.16,0.75,Wednesday1
0.52,2321,12834,632,24,4,M,35,34,0.13,"['390', '632', '1087']",2345,0,No,FALSE,0,10,1,3,15CD,5.435,2,2.025,1,Wednesday1
0.52,2321,12856,310,24,4,M,35,34,0.13,"['310', '863']",2347,1,No,TRUE,0,10,1,3,15CD,5.593333333,3,0.806666667,1,Wednesday1
0.52,2321,12869,2107,24,4,M,35,34,0.12,"['412', '1166', '2107']",1907,2,No,TRUE,0,10,1,3,15CD,4.12,1,3.88,1,Wednesday1
0.52,2321,12900,1008,24,4,M,35,34,0.13,"['814', '1008', '1545']",2263,3,No,TRUE,0,10,1,3,15CD,7.725,2,-0.805,1,Wednesday1
0.52,2321,12919,143,24,4,M,35,34,0.12,"['143', '1143']",1900,4,No,TRUE,0,10,1,3,15CD,11.43,1,-3.43,1,Wednesday1
0.52,2321,12939,870,24,4,M,35,34,0.12,"['238', '799', '870', '1537']",2033,5,No,TRUE,0,10,1,3,15CD,3.995,2,3.725,1,Wednesday1
0.4,2326,12844,2041,29,4,M,22,25,0.13,"['306', '484', '901', '1386', '1768', '2041', '2121']",2320,0,No,TRUE,2,45,20,2,5CD,3.575714286,7,2.187142857,3,Wednesday1
0.4,2326,12870,1705,29,4,M,22,25,0.13,"['556', '909', '1250', '1560', '1705', '1848']",2357,1,No,FALSE,2,45,20,2,5CD,3.49,7,1.914285714,3,Wednesday1
0.4,2326,12887,591,29,4,M,22,25,0.15,"['591', '776']",2715,2,No,TRUE,2,45,20,2,5CD,3.647142857,7,1.551428571,3,Wednesday1
0.4,2326,12909,524,29,4,M,22,25,0.15,"['524', '689']",2735,3,No,TRUE,2,45,20,2,5CD,3.976666667,6,1.413333333,3,Wednesday1
0.4,2326,12923,2801,29,4,M,22,25,0.12,"['511', '928', '1280', '1545', '1787', '2083', '2356', '2678', '2801']",2001,4,No,FALSE,2,45,20,2,5CD,3.365714286,7,2.132857143,3,Wednesday1
0.4,2326,12954,423,29,4,M,22,25,0.14,"['409', '423', '719']",2504,5,No,TRUE,2,45,20,2,5CD,3.951666667,6,2.008333333,3,Wednesday1
0.59,2329,12852,1976,22,0,F,20,23,0.14,"['310', '1143', '1976', '2098']",2578,0,No,FALSE,0,50,25,5,30CD,6.993333333,3,-0.246666667,0.5,Wednesday1
0.59,2329,12876,584,22,0,F,20,23,0.15,"['584', '636']",2848,1,No,TRUE,0,50,25,5,30CD,7.346666667,3,-0.78,0.5,Wednesday1
0.59,2329,12889,1577,22,0,F,20,23,0.12,"['704', '1488', '1577', '2242']",2035,2,No,TRUE,0,50,25,5,30CD,7.473333333,3,-1.1,0.5,Wednesday1
0.59,2329,12916,2938,22,0,F,20,23,0.14,"['636', '1458', '2166', '2757', '2938']",2538,3,No,TRUE,0,50,25,5,30CD,7.22,3,-0.753333333,0.5,Wednesday1
0.59,2329,12946,1345,22,0,F,20,23,0.12,"['378', '1140', '1345', '1844']",2001,4,Yes,TRUE,0,50,25,5,30CD,6.305,4,-0.315,0.5,Wednesday1
0.59,2329,12969,99,22,0,F,20,23,0.14,"['99', '526']",2473,5,No,TRUE,0,50,25,5,30CD,6.6075,4,-0.4575,0.5,Wednesday1
0.57,2327,12838,2123,33,3,F,31,41,0.12,"['750', '1507', '2123']",1923,0,No,TRUE,0,10,15,3,15CD,7.5,1,0.5,1,Wednesday1
0.57,2327,12857,2333,33,3,F,31,41,0.15,"['643', '1674', '2333', '2397']",2636,1,No,TRUE,0,10,15,3,15CD,8.37,2,-1.17,1,Wednesday1
0.57,2327,12891,2612,33,3,F,31,41,0.13,"['731', '1655', '2409', '2612']",2312,2,No,TRUE,0,10,15,3,15CD,8.275,2,-1.215,1,Wednesday1
0.57,2327,12961,1629,33,3,F,31,41,0.15,"['731', '1629', '1750']",2679,4,No,TRUE,0,10,15,3,15CD,8.75,2,-1.69,1,Wednesday1
0.57,2327,12978,1559,33,3,F,31,41,0.11,"['636', '1537', '1559', '2503']",1756,5,No,TRUE,0,10,15,3,15CD,7.685,2,-0.485,1,Wednesday1
0.52,2335,12888,114,25,2,M,31,44,0.14,"['114', '397']",2617,0,No,TRUE,1,20,30,5,30CD,5.54,3,1.3,0.5,Wednesday1
0.52,2335,12905,2317,25,2,M,31,44,0.14,"['462', '1250', '1962', '2317', '2507']",2410,1,No,TRUE,1,20,30,5,30CD,6.54,3,0.34,0.5,Wednesday1
0.52,2335,12948,826,25,2,M,31,44,0.14,"['503', '826', '1196']",2430,2,No,TRUE,1,20,30,5,30CD,6.45,3,0.43,0.5,Wednesday1
0.52,2335,12980,486,25,2,M,31,44,0.15,"['486', '602']",2784,3,No,TRUE,1,20,30,5,30CD,6.373333333,3,0.426666667,0.5,Wednesday1
0.52,2335,12992,410,25,2,M,31,44,0.15,"['410', '571']",2739,4,No,TRUE,1,20,30,5,30CD,6.54,3,0.143333333,0.5,Wednesday1
0.52,2335,12998,247,25,2,M,31,44,0.14,"['247', '571']",2576,5,No,FALSE,1,20,30,5,30CD,6.69,3,-0.006666667,0.5,Wednesday1
0.57,2333,12874,1330,35,4,F,40,35,0.14,"['420', '564', '1330', '1564']",2466,0,No,FALSE,0,10,8,3,15CD,4.875,4,1.6175,1,Wednesday1
0.57,2333,12897,1599,35,4,F,40,35,0.12,"['617', '958', '1458', '1568', '1599', '2174']",1925,1,No,TRUE,0,10,8,3,15CD,4.348,5,1.526,1,Wednesday1
0.57,2333,12926,287,35,4,F,40,35,0.14,"['287', '727']",2460,2,No,TRUE,0,10,8,3,15CD,4.5525,4,1.47,1,Wednesday1
0.57,2333,12949,1564,35,4,F,40,35,0.14,"['431', '750', '1170', '1564', '1609']",2555,3,No,TRUE,0,10,8,3,15CD,5.6525,4,0.7,1,Wednesday1
0.57,2333,12985,2786,35,4,F,40,35,0.12,"['371', '670', '1037', '1185', '1636', '1984', '2356', '2786']",2086,4,No,TRUE,0,10,8,3,15CD,3.926666667,6,2.241666667,1,Wednesday1
0.57,2333,13008,1769,35,4,F,40,35,0.14,"['435', '659', '1121', '1287', '1769', '1799']",2470,5,No,TRUE,0,10,8,3,15CD,3.598,5,2.748,1,Wednesday1
0.46,2339,12941,2287,21,2,M,24,37,0.13,"['1314', '2287']",2187,0,No,FALSE,0,10,15,3,15CD,13.14,1,-5.14,1,Wednesday1
0.46,2339,13005,527,21,2,M,24,37,0.13,"['527', '1189']",2238,3,No,TRUE,0,10,15,3,15CD,11.89,1,-3.89,1,Wednesday1
0.46,2339,13012,2015,21,2,M,24,37,0.12,"['1257', '2015']",1915,4,No,TRUE,0,10,15,3,15CD,12.57,1,-4.57,1,Wednesday1
0.46,2339,13022,909,21,2,M,24,37,0.08,['909'],909,5,No,TRUE,0,10,15,3,15CD,0,1,8,1,Wednesday1
0.32,2320,12833,2278,46,2,M,41,37,0.12,['2278'],2078,0,Yes,FALSE,0,35,1,2,5CD,0,1,8,3,Wednesday1
0.32,2320,12853,1261,46,2,M,41,37,0.08,['1261'],1061,1,Yes,TRUE,0,35,1,2,5CD,0,1,8,3,Wednesday1
0.32,2320,12894,1326,46,2,M,41,37,0.09,['1326'],1126,2,Yes,TRUE,0,35,1,2,5CD,0,1,8,3,Wednesday1
0.32,2320,12918,2455,46,2,M,41,37,0.13,['2455'],2255,3,Yes,TRUE,0,35,1,2,5CD,0,1,8,3,Wednesday1
0.32,2320,12962,1104,46,2,M,41,37,0.08,['1104'],904,4,Yes,TRUE,0,35,1,2,5CD,0,1,8,3,Wednesday1
0.32,2320,13014,1310,46,2,M,41,37,0.08,['1310'],1110,5,Yes,TRUE,0,35,1,2,5CD,0,1,8,3,Wednesday1
0.45,2338,12924,1643,30,4,M,17,29,0.11,"['564', '1553', '1643', '2696']",1647,0,No,TRUE,1,30,5,2,5CD,7.765,2,-0.565,3,Wednesday1
0.45,2338,12956,220,30,4,M,17,29,0.12,"['220', '1219']",1901,1,No,FALSE,1,30,5,2,5CD,8.995,2,-1.995,3,Wednesday1
0.45,2338,12996,1581,30,4,M,17,29,0.13,"['1200', '1581', '2053']",2328,2,No,TRUE,1,30,5,2,5CD,10.265,2,-3.265,3,Wednesday1
0.45,2338,13010,2163,30,4,M,17,29,0.13,"['1640', '2064', '2163', '2518']",2345,3,No,TRUE,1,30,5,2,5CD,10.32,2,-3.995,3,Wednesday1
0.45,2338,13021,2046,30,4,M,17,29,0.14,"['2046', '2420']",2526,4,No,TRUE,1,30,5,2,5CD,12.895,2,-7.495,3,Wednesday1
0.45,2338,13031,911,30,4,M,17,29,0.11,"['911', '2090']",1721,5,No,TRUE,1,30,5,2,5CD,8.57,3,-3.476666667,3,Wednesday1
0.59,2323,12871,1838,58,4,F,32,15,0.12,"['382', '696', '1132', '1446', '1640', '1838', '2132']",1906,0,Yes,TRUE,0,11,1,5,30CD,3.387142857,7,2.274285714,0.5,Wednesday1
0.59,2323,12906,2136,58,4,F,32,15,0.12,"['469', '685', '1003', '1321', '1488', '1882', '2087', '2136', '2431']",1905,1,No,TRUE,0,11,1,5,30CD,3.03875,8,2.55,0.5,Wednesday1
0.59,2323,12932,1026,58,4,F,32,15,0.14,"['465', '659', '973', '1026', '1242']",2384,2,No,TRUE,0,11,1,5,30CD,2.726666667,9,2.72,0.5,Wednesday1
0.59,2323,12955,327,58,4,F,32,15,0.15,"['327', '386']",2841,3,No,TRUE,0,11,1,5,30CD,2.638888889,9,2.904444444,0.5,Wednesday1
0.59,2323,12989,254,58,4,F,32,15,0.15,"['254', '378']",2776,4,No,TRUE,0,11,1,5,30CD,2.371818182,11,2.816363636,0.5,Wednesday1
0.59,2323,13003,2244,58,4,F,32,15,0.12,"['344', '545', '856', '1037', '1276', '1458', '1689', '1852', '2098', '2244', '2265']",1979,5,No,TRUE,0,11,1,5,30CD,2.228333333,12,2.939166667,0.5,Wednesday1
0.65,2340,12968,2844,29,4,F,29,14,0.14,"['223', '1015', '1314', '2844']",2544,0,No,TRUE,0,30,10,4,20CD,6.57,2,1.15,0.75,Wednesday1
0.65,2340,12994,1103,29,4,F,29,14,0.15,"['859', '1103', '1189']",2714,1,No,TRUE,0,30,10,4,20CD,5.945,2,0.855,0.75,Wednesday1
0.65,2340,13007,996,29,4,F,29,14,0.15,"['125', '704', '996', '1018']",2678,2,No,TRUE,0,30,10,4,20CD,6.23,4,0.305,0.75,Wednesday1
0.65,2340,13017,1919,29,4,F,29,14,0.14,"['329', '814', '1348', '1919', '2026']",2493,3,No,TRUE,0,30,10,4,20CD,5.065,4,1.6075,0.75,Wednesday1
0.65,2340,13025,680,29,4,F,29,14,0.14,"['609', '680', '909']",2571,4,No,TRUE,0,30,10,4,20CD,5.605,4,0.645,0.75,Wednesday1
0.65,2340,13042,1932,29,4,F,29,14,0.14,"['719', '1136', '1556', '1932', '1969']",2563,5,No,TRUE,0,30,10,4,20CD,4.832,5,0.722,0.75,Wednesday1
0.57,2341,12940,2679,30,4,F,35,18,0.14,"['784', '1636', '2367', '2679']",2379,0,No,FALSE,0,30,20,5,30CD,8.18,2,-1.26,0.5,Wednesday1
0.57,2341,12984,266,30,4,F,35,18,0.11,"['266', '1518']",1648,1,No,TRUE,0,30,20,5,30CD,8.886666667,3,-3.326666667,0.5,Wednesday1
0.57,2341,13006,2681,30,4,F,35,18,0.14,"['1068', '2045', '2518', '2681', '2765']",2516,2,No,TRUE,0,30,20,5,30CD,8.393333333,3,-2.726666667,0.5,Wednesday1
0.57,2341,13033,1614,30,4,F,35,18,0.14,"['1015', '1614', '2011']",2403,3,No,TRUE,0,30,20,5,30CD,8.42,3,-2.66,0.5,Wednesday1
0.57,2341,13046,2910,30,4,F,35,18,0.14,"['1026', '2018', '2511', '2761', '2910']",2510,4,No,TRUE,0,30,20,5,30CD,8.37,3,-2.61,0.5,Wednesday1
0.57,2341,13059,2883,30,4,F,35,18,0.14,"['1071', '1780', '2318', '2666', '2837', '2883']",2383,5,No,TRUE,0,30,20,5,30CD,6.665,4,-1.485,0.5,Wednesday1
0.52,2346,13016,1904,36,4,M,30,34,0.1,"['1185', '1904']",1604,0,Yes,FALSE,0,15,15,4,20CD,11.85,1,-3.85,0.75,Wednesday1
0.52,2346,13037,1658,36,4,M,30,34,0.12,"['1022', '1658', '2253']",2005,2,Yes,TRUE,0,15,15,4,20CD,10.22,1,-2.22,0.75,Wednesday1
0.52,2346,13049,1756,36,4,M,30,34,0.13,"['1359', '1756', '2325']",2231,3,No,TRUE,0,15,15,4,20CD,13.59,1,-5.59,0.75,Wednesday1
0.13,2332,12902,2581,36,4,M,32,18,0.07,"['60', '178', '253', '405', '484', '579', '719', '818', '965', '1102', '1284', '1416', '1553', '1685', '1784', '1924', '2022', '2159', '2272', '2325', '2439', '2564', '2581', '2636']",645,0,No,FALSE,2,30,5,2,5CD,1.156666667,24,3.9425,3,Wednesday1
0.13,2332,12958,1183,36,4,M,32,18,0.07,"['45', '90', '147', '208', '261', '314', '375', '435', '484', '553', '606', '674', '719', '784', '837', '897', '939', '988', '1049', '1117', '1162', '1183', '1223']",760,1,No,FALSE,2,30,5,2,5CD,0.560588235,51,4.458627451,3,Wednesday1
0.13,2332,13001,680,36,4,M,32,18,0.08,"['37', '75', '109', '151', '200', '234', '276', '321', '359', '401', '439', '488', '530', '575', '617', '666', '680', '715']",1065,2,Yes,FALSE,2,30,5,2,5CD,0.485333333,60,4.527333333,3,Wednesday1
0.13,2332,13024,263,36,4,M,32,18,0.12,"['22', '45', '75', '109', '151', '185', '223', '261', '263', '303']",2060,3,No,TRUE,2,30,5,2,5CD,0.437878788,66,4.628939394,3,Wednesday1
0.13,2332,13047,925,36,4,M,32,18,0.06,"['30', '56', '94', '128', '155', '189', '231', '265', '306', '340', '382', '416', '458', '492', '530', '568', '613', '659', '696', '731', '772', '814', '856', '901', '925', '939']",486,4,No,TRUE,2,30,5,2,5CD,0.418169014,71,4.487042254,3,Wednesday1
0.13,2332,13060,2092,36,4,M,32,18,0,"['41', '75', '121', '170', '219', '265', '314', '363', '405', '458', '507', '560', '609', '659', '719', '761', '814', '867', '909', '958', '1026', '1079', '1140', '1196', '1250', '1299', '1356', '1412', '1458', '1500', '1556', '1613', '1666', '1723', '1776', '1821', '1882', '1935', '1984', '2034', '2087', '2092', '2132']",-1240,5,No,TRUE,2,30,5,2,5CD,0.506034483,58,4.323103448,3,Wednesday1
0.59,2345,13004,2477,29,4,F,22,23,0.14,['2477'],2477,0,No,FALSE,0,38,4,3,15CD,0,1,8,1,Wednesday1
0.59,2345,13019,572,29,4,F,22,23,0.15,"['518', '572', '583']",2789,1,No,TRUE,0,38,4,3,15CD,3.18,4,3.48,1,Wednesday1
0.59,2345,13028,2679,29,4,F,22,23,0.12,"['397', '621', '1087', '1473', '1863', '2140', '2679']",2079,2,No,TRUE,0,38,4,3,15CD,3.726,5,2.546,1,Wednesday1
0.59,2345,13040,2108,29,4,F,22,23,0.14,"['393', '696', '791', '1454', '2108', '2136']",2472,3,No,TRUE,0,38,4,3,15CD,4.272,5,2.104,1,Wednesday1
0.59,2345,13048,1932,29,4,F,22,23,0.13,"['409', '984', '1511', '1932', '2234']",2298,4,No,TRUE,0,38,4,3,15CD,5.036666667,3,1.71,1,Wednesday1
0.59,2345,13063,2845,29,4,F,22,23,0.13,"['181', '454', '818', '1147', '1659', '2166', '2738', '2845']",2145,5,No,TRUE,0,38,4,3,15CD,4.563333333,6,1.07,1,Wednesday1
0.62,2347,13020,885,25,1,M,43,21,0.09,"['359', '863', '885', '2265']",1320,0,No,FALSE,0,40,30,5,30CD,4.315,2,3.145,0.5,Wednesday1
0.62,2347,13041,641,25,1,M,43,21,0.15,"['641', '795']",2746,1,No,TRUE,0,40,30,5,30CD,7.51,3,-1.346666667,0.5,Wednesday1
0.62,2347,13051,1604,25,1,M,43,21,0.14,"['541', '1117', '1604', '1757']",2547,2,No,TRUE,0,40,30,5,30CD,6.06,4,-0.14,0.5,Wednesday1
0.62,2347,13058,2060,25,1,M,43,21,0.12,"['344', '750', '1208', '1579', '1984', '2060', '2481']",1979,3,No,TRUE,0,40,30,5,30CD,3.968,5,2.37,0.5,Wednesday1
0.62,2347,13067,765,25,1,M,43,21,0.15,"['454', '765', '897']",2668,4,No,TRUE,0,40,30,5,30CD,4.993333333,6,0.396666667,0.5,Wednesday1
0.62,2347,13073,1454,25,1,M,43,21,0.14,"['401', '825', '1242', '1454', '1674']",2380,5,No,TRUE,0,40,30,5,30CD,3.54625,8,1.39625,0.5,Wednesday1
0.57,2356,13078,145,36,1,M,17,24,0.14,"['145', '428']",2617,0,No,TRUE,0,45,15,2,5CD,3.511428571,7,2.017142857,3,Wednesday1
0.57,2356,13086,335,36,1,M,17,24,0.14,"['155', '335', '549']",2586,1,No,TRUE,0,45,15,2,5CD,3.0625,8,2.67,3,Wednesday1
0.57,2356,13094,2075,36,1,M,17,24,0.11,"['174', '363', '571', '768', '935', '1071', '1268', '1431', '1594', '1742', '1905', '2075']",1700,2,No,TRUE,0,45,15,2,5CD,1.617647059,17,3.49,3,Wednesday1
0.57,2356,13111,631,36,1,M,17,24,0.15,"['189', '454', '631', '700']",2631,3,No,TRUE,0,45,15,2,5CD,2.41,11,2.9,3,Wednesday1
0.57,2356,13121,2081,36,1,M,17,24,0.12,"['371', '727', '1155', '1590', '2003', '2081', '2390']",2091,4,No,TRUE,0,45,15,2,5CD,3.983333333,6,1.958333333,3,Wednesday1
0.57,2356,13129,1965,36,1,M,17,24,0.13,"['94', '522', '984', '1602', '1965', '2121']",2344,5,No,TRUE,0,45,15,2,5CD,4.242,5,2.224,3,Wednesday1
0.54,2357,13076,1738,24,4,M,35,28,0.12,"['666', '670', '1609', '1738', '2428']",1910,0,No,FALSE,0,8,1,3,15CD,5.363333333,3,1.383333333,1,Wednesday1
0.54,2357,13089,946,24,4,M,35,28,0.13,"['515', '946', '1477']",2269,1,No,TRUE,0,8,1,3,15CD,7.385,2,-0.065,1,Wednesday1
0.54,2357,13098,1156,24,4,M,35,28,0.13,"['1000', '1156', '1621']",2335,2,No,TRUE,0,8,1,3,15CD,8.105,2,-1.445,1,Wednesday1
0.54,2357,13109,6,24,4,M,35,28,0.11,"['6', '1147']",1759,3,No,TRUE,0,8,1,3,15CD,8.295,2,-1.775,1,Wednesday1
0.54,2357,13119,320,24,4,M,35,28,0.14,"['320', '750']",2470,4,No,TRUE,0,8,1,3,15CD,9.015,2,-2.095,1,Wednesday1
0.54,2357,13126,914,24,4,M,35,28,0.12,"['659', '914', '1553']",2061,5,No,TRUE,0,8,1,3,15CD,3.9,4,2.3225,1,Wednesday1
0.5,2353,13069,1977,27,2,F,40,33,0.13,"['594', '969', '1348', '1715', '1977', '2106']",2171,0,Yes,FALSE,0,30,30,5,30CD,4.185,6,1.36,0.5,Wednesday1
0.5,2353,13085,2337,27,2,F,40,33,0.11,"['178', '359', '537', '776', '962', '1181', '1397', '1613', '1833', '2068', '2250', '2337', '2446']",1691,1,No,TRUE,0,30,30,5,30CD,2.036153846,13,3.324615385,0.5,Wednesday1
0.5,2353,13105,1652,27,2,F,40,33,0.12,"['606', '1325', '1652', '2083']",2069,2,Yes,TRUE,0,30,30,5,30CD,6.943333333,3,-0.26,0.5,Wednesday1
0.5,2353,13118,1236,27,2,F,40,33,0.11,"['946', '1236', '2318']",1718,3,No,TRUE,0,30,30,5,30CD,9.46,1,-1.46,0.5,Wednesday1
0.5,2353,13130,32,27,2,F,40,33,0.13,"['32', '560']",2372,4,No,TRUE,0,30,30,5,30CD,4.203333333,6,1.405,0.5,Wednesday1
0.5,2353,13140,2581,27,2,F,40,33,0.13,"['325', '719', '1132', '1534', '1893', '2314', '2581', '2742']",2139,5,No,TRUE,0,30,30,5,30CD,3.856666667,6,2.1,0.5,Wednesday1
0.43,2358,13081,2027,39,3,F,30,41,0.13,"['261', '670', '928', '1583', '1840', '2027', '2295']",2132,0,No,TRUE,1,20,18,4,20CD,3.825,6,2.103333333,0.75,Wednesday1
0.43,2358,13095,1497,39,3,F,30,41,0.14,"['598', '780', '1143', '1497', '1670']",2427,1,No,FALSE,1,20,18,4,20CD,3.37,7,2.007142857,0.75,Wednesday1
0.43,2358,13115,2633,39,3,F,30,41,0.13,"['837', '1329', '1484', '2034', '2242', '2633', '2757']",2276,2,No,TRUE,1,20,18,4,20CD,4.484,5,1.206,0.75,Wednesday1
0.43,2358,13128,2353,39,3,F,30,41,0.14,"['1488', '1882', '2219', '2353', '2511']",2442,3,No,TRUE,1,20,18,4,20CD,6.2775,4,-1.1375,0.75,Wednesday1
0.43,2358,13144,1499,39,3,F,30,41,0.15,"['1499', '1602']",2797,4,No,TRUE,1,20,18,4,20CD,4.98,6,-1.538333333,0.75,Wednesday1
0.43,2358,13151,178,39,3,F,30,41,0.09,"['178', '1901']",1177,5,No,TRUE,1,20,18,4,20CD,8.623333333,3,-3.436666667,0.75,Wednesday1
0.35,2359,13093,1366,30,5,M,37,44,0.09,['1366'],1366,0,No,TRUE,2,20,1,5,30CD,0,1,8,0.5,Wednesday1
0.35,2359,13112,1447,30,5,M,37,44,0.12,"['261', '928', '1447', '2102']",2045,1,No,TRUE,2,20,1,5,30CD,4.64,2,2.96,0.5,Wednesday1
