total_bonus,session_id,round_id,anchor,age,education,gender,nfctotal,rpstotal,round_payment,checks,round_score,round_num,live,checkBonus,bonusMissed,durationEstimation,delayEstimation,gameMode,condition,deltaT,numChecks,deltaTtoRational,waitingTime,day
0.53,3085,17409,5,24,4,F,38,28,0.13,"['5', '750']",2155,2,No,TRUE,0,30,30,5,30CD,7.5,1,0.5,0.5,Thursday2
0.53,3085,17410,2433,24,4,F,38,28,0.15,"['1087', '2433', '2465']",2768,3,No,TRUE,0,30,30,5,30CD,10.87,1,-2.87,0.5,Thursday2
0.53,3085,17411,2387,24,4,F,38,28,0.13,"['806', '1875', '2387']",2187,4,No,TRUE,0,30,30,5,30CD,8.06,1,-0.06,0.5,Thursday2
0.53,3085,17412,327,24,4,F,38,28,0.11,"['327', '1405']",1822,5,No,TRUE,0,30,30,5,30CD,14.05,1,-6.05,0.5,Thursday2
0.54,3089,17431,28,51,2,M,33,22,0.15,"['28', '234']",2694,0,No,FALSE,0,29,14,3,15CD,2.791,10,2.594,1,Thursday2
0.54,3089,17432,415,51,2,M,33,22,0.15,"['90', '393', '415', '454']",2661,1,No,TRUE,0,29,14,3,15CD,2.278333333,12,3.068333333,1,Thursday2
0.54,3089,17433,899,51,2,M,33,22,0.14,"['196', '287', '670', '899', '958']",2541,2,No,TRUE,0,29,14,3,15CD,2.1875,12,3.094166667,1,Thursday2
0.54,3089,17434,1801,51,2,M,33,22,0.11,"['136', '272', '424', '700', '1030', '1113', '1378', '1439', '1674', '1801', '1928']",1873,3,No,TRUE,0,29,14,3,15CD,1.988571429,14,3.375714286,1,Thursday2
0.54,3089,17435,2613,51,2,M,33,22,0.11,"['98', '541', '954', '1075', '1405', '1727', '1920', '1988', '2223', '2515', '2579', '2613', '2787']",1626,4,No,TRUE,0,29,14,3,15CD,2.3225,12,2.5575,1,Thursday2
0.54,3089,17436,1538,51,2,M,33,22,0.13,"['223', '446', '727', '943', '1227', '1428', '1538', '1685']",2153,5,No,TRUE,0,29,14,3,15CD,2.382727273,11,3.075454545,1,Thursday2
0.48,3091,17443,442,22,3,M,27,31,0.15,"['442', '549']",2793,0,No,FALSE,1,30,1,5,30CD,6.605,2,0.715,0.5,Thursday2
0.48,3091,17444,1082,22,3,M,27,31,0.14,"['651', '1082', '1352']",2530,1,No,FALSE,1,30,1,5,30CD,6.76,2,0.3,0.5,Thursday2
0.48,3091,17446,2012,22,3,M,27,31,0.13,"['712', '1549', '2012', '2431']",2281,2,No,TRUE,1,30,1,5,30CD,7.745,2,-0.685,0.5,Thursday2
0.48,3091,17448,1753,22,3,M,27,31,0.13,"['890', '1753', '2208']",2345,3,No,TRUE,1,30,1,5,30CD,8.9,1,-0.9,0.5,Thursday2
0.48,3091,17453,343,22,3,M,27,31,0.15,"['343', '439']",2804,4,No,TRUE,1,30,1,5,30CD,8.9,2,-1.44,0.5,Thursday2
0.48,3091,17455,727,22,3,M,27,31,0.13,"['401', '727', '1393']",2134,5,No,TRUE,1,30,1,5,30CD,6.965,2,0.495,0.5,Thursday2
0.56,3094,17461,904,29,5,F,32,43,0.14,"['261', '534', '904', '1018']",2586,0,No,FALSE,0,10,15,2,5CD,4.595,6,0.761666667,3,Thursday2
0.56,3094,17462,1181,29,5,F,32,43,0.15,"['378', '784', '1181', '1208']",2673,1,No,TRUE,0,10,15,2,5CD,3.806666667,6,2.088333333,3,Thursday2
0.56,3094,17463,2595,29,5,F,32,43,0.13,"['303', '609', '958', '1321', '1678', '2007', '2344', '2595', '2640']",2155,2,No,TRUE,0,10,15,2,5CD,3.3,8,2.26375,3,Thursday2
0.56,3094,17464,816,29,5,F,32,43,0.14,"['344', '693', '816', '1075']",2441,3,No,TRUE,0,10,15,2,5CD,3.397142857,7,2.211428571,3,Thursday2
0.56,3094,17465,1918,29,5,F,32,43,0.12,"['257', '496', '750', '1037', '1325', '1594', '1803', '1918', '2060']",2058,4,No,TRUE,0,10,15,2,5CD,2.643,10,2.815,3,Thursday2
0.56,3094,17466,2572,29,5,F,32,43,0.12,"['223', '496', '719', '1000', '1268', '1541', '1837', '2098', '2359', '2572', '2628']",1944,5,No,TRUE,0,10,15,2,5CD,2.628,10,2.829,3,Thursday2
0.66,3095,17467,1757,28,4,M,33,26,0.1,"['659', '689', '693', '1757']",1457,0,No,TRUE,0,25,15,3,15CD,3.465,2,3.595,1,Thursday2
0.66,3095,17469,2756,28,4,M,33,26,0.13,"['511', '1227', '1734', '2401', '2756']",2356,1,No,TRUE,0,25,15,3,15CD,5.78,3,1.1,1,Thursday2
0.66,3095,17471,137,28,4,M,33,26,0.15,"['137', '284']",2753,2,No,TRUE,0,25,15,3,15CD,5.023333333,3,1.99,1,Thursday2
0.66,3095,17472,1785,28,4,M,33,26,0.14,"['518', '1045', '1785', '1867']",2618,3,No,TRUE,0,25,15,3,15CD,5.225,2,2.095,1,Thursday2
0.66,3095,17473,1115,28,4,M,33,26,0.15,"['1115', '1143']",2672,4,Yes,TRUE,0,25,15,3,15CD,11.43,1,-3.43,1,Thursday2
0.66,3095,17475,1575,28,4,M,33,26,0.15,"['727', '1575', '1670']",2705,5,No,TRUE,0,25,15,3,15CD,8.35,2,-1.29,1,Thursday2
0.53,3096,17468,224,38,2,F,31,33,0.14,"['224', '443']",2481,0,Yes,FALSE,0,30,20,4,20CD,4.128,5,2.074,0.75,Thursday2
0.53,3096,17470,1808,38,2,F,31,33,0.12,"['109', '299', '1015', '1674', '1808', '2109']",1999,1,Yes,TRUE,0,30,20,4,20CD,4.015,6,2.008333333,0.75,Thursday2
0.53,3096,17474,1672,38,2,F,31,33,0.13,"['200', '530', '810', '1075', '1672', '1750']",2222,2,Yes,TRUE,0,30,20,4,20CD,4.718,5,1.346,0.75,Thursday2
0.53,3096,17477,2253,38,2,F,31,33,0.13,"['590', '1079', '1492', '2253', '2314']",2339,3,Yes,TRUE,0,30,20,4,20CD,5.785,4,0.325,0.75,Thursday2
0.53,3096,17481,2223,38,2,F,31,33,0.11,"['174', '1503', '2223', '2962']",1761,5,Yes,TRUE,0,30,20,4,20CD,7.515,2,0.205,0.75,Thursday2
0.64,3097,17476,1101,27,4,F,26,35,0.08,['1101'],1101,0,No,FALSE,0,30,30,5,30CD,0,1,8,0.5,Thursday2
0.54,3100,17499,257,23,2,M,26,32,0.14,"['87', '128', '181', '257']",2600,1,No,TRUE,0,40,1,2,5CD,1.292857143,21,4.305238095,3,Thursday2
0.54,3100,17500,2738,23,2,M,26,32,0.07,"['41', '60', '94', '121', '143', '178', '212', '238', '276', '314', '352', '393', '431', '465', '496', '541', '568', '628', '647', '2738']",838,2,No,TRUE,0,40,1,2,5CD,0.348888889,18,6.911111111,3,Thursday2
0.54,3100,17501,925,23,2,M,26,32,0.14,"['925', '1242']",2583,3,No,TRUE,0,40,1,2,5CD,10.34,2,-3.34,3,Thursday2
0.54,3100,17502,835,23,2,M,26,32,0.14,"['325', '719', '835', '1132']",2403,4,No,TRUE,0,40,1,2,5CD,4.633333333,6,1.148333333,3,Thursday2
0.54,3100,17503,2706,23,2,M,26,32,0.13,"['530', '852', '1329', '1742', '2706']",2306,5,No,TRUE,0,40,1,2,5CD,4.43,3,2.316666667,3,Thursday2
0.49,3102,17510,1608,33,4,M,41,42,0.14,"['469', '1026', '1608', '1674']",2434,0,Yes,FALSE,1,30,15,4,20CD,5.4725,4,0.5925,0.75,Tuesday1
0.49,3102,17513,683,33,4,M,41,42,0.13,"['507', '683', '1151']",2332,1,No,TRUE,1,30,15,4,20CD,5.755,2,1.565,0.75,Tuesday1
0.49,3102,17516,2819,33,4,M,41,42,0.14,"['526', '1208', '1863', '2518', '2819']",2419,2,No,TRUE,1,30,15,4,20CD,6.21,3,0.67,0.75,Tuesday1
0.49,3102,17519,1991,33,4,M,41,42,0.12,"['518', '1162', '1859', '1991', '2598']",1993,3,No,FALSE,1,30,15,4,20CD,6.196666667,3,0.683333333,0.75,Tuesday1
0.49,3102,17522,1167,33,4,M,41,42,0.15,"['590', '1167', '1291']",2676,4,No,TRUE,1,30,15,4,20CD,6.436666667,3,0.246666667,0.75,Tuesday1
0.49,3102,17526,1501,33,4,M,41,42,0.13,"['674', '1344', '1501', '1928']",2273,5,No,TRUE,1,30,15,4,20CD,6.426666667,3,0.163333333,0.75,Tuesday1
0.57,3103,17512,2441,54,4,M,36,22,0.11,"['450', '924', '1484', '2287', '2441']",1841,0,Yes,TRUE,0,30,20,5,30CD,4.946666667,3,1.893333333,0.5,Tuesday1
0.57,3103,17518,1728,54,4,M,36,22,0.12,"['337', '651', '965', '1314', '1655', '1728', '2007']",2121,1,No,TRUE,0,30,20,5,30CD,3.354285714,7,2.438571429,0.5,Tuesday1
0.57,3103,17525,897,54,4,M,36,22,0.14,"['568', '897', '1231']",2466,2,No,TRUE,0,30,20,5,30CD,5.35,4,0.75,0.5,Tuesday1
0.57,3103,17530,1947,54,4,M,36,22,0.13,"['196', '772', '973', '1674', '1947', '2109']",2338,3,No,TRUE,0,30,20,5,30CD,4.218,5,1.962,0.5,Tuesday1
0.57,3103,17535,1170,54,4,M,36,22,0.13,"['431', '700', '916', '1170', '1541']",2229,4,No,TRUE,0,30,20,5,30CD,3.8525,4,2.8075,0.5,Tuesday1
0.57,3103,17539,2666,54,4,M,36,22,0.13,"['734', '1117', '1530', '1920', '2299', '2666']",2166,5,No,TRUE,0,30,20,5,30CD,5.7475,4,0.2925,0.5,Tuesday1
0.57,3106,17531,175,59,3,F,36,23,0.04,"['132', '175']",75,0,No,FALSE,0,45,1,2,5CD,1.32,1,6.68,3,Tuesday1
0.57,3106,17534,2340,59,3,F,36,23,0.12,"['291', '1174', '2147', '2340']",2040,1,No,TRUE,0,45,1,2,5CD,5.87,2,1.73,3,Tuesday1
0.57,3106,17538,539,59,3,F,36,23,0.14,"['539', '833']",2606,2,No,TRUE,0,45,1,2,5CD,8.33,1,-0.33,3,Tuesday1
0.57,3106,17540,1436,59,3,F,36,23,0.12,"['632', '1436', '2128']",2108,3,No,TRUE,0,45,1,2,5CD,6.32,1,1.68,3,Tuesday1
0.57,3106,17546,644,59,3,F,36,23,0.15,"['545', '644', '784']",2660,4,No,TRUE,0,45,1,2,5CD,3.92,2,3.4,3,Tuesday1
0.57,3106,17549,2083,59,3,F,36,23,0.12,"['314', '723', '2083', '2765']",2018,5,No,TRUE,0,45,1,2,5CD,3.615,2,3.985,3,Tuesday1
0.46,3107,17533,735,42,4,F,37,38,0.09,"['689', '735', '2272']",1263,0,No,TRUE,1,90,10,3,15CD,6.89,1,1.11,1,Tuesday1
0.46,3107,17541,2255,42,4,F,37,38,0.13,"['1412', '2255']",2155,2,No,FALSE,1,90,10,3,15CD,14.12,1,-6.12,1,Tuesday1
0.46,3107,17545,1057,42,4,F,37,38,0.11,"['946', '1057', '2181']",1676,3,No,TRUE,1,90,10,3,15CD,9.46,1,-1.46,1,Tuesday1
0.46,3107,17550,2499,42,4,F,37,38,0.15,"['916', '1643', '2499', '2515']",2684,4,No,TRUE,1,90,10,3,15CD,8.215,2,-1.415,1,Tuesday1
0.46,3107,17555,685,42,4,F,37,38,0.13,"['568', '685', '1215']",2270,5,No,TRUE,1,90,10,3,15CD,6.843333333,3,-0.043333333,1,Tuesday1
0.5,3109,17547,70,25,2,F,37,31,0.15,"['49', '70', '94']",2776,0,No,FALSE,0,30,30,5,30CD,0.711219512,41,4.207317073,0.5,Tuesday1
0.5,3109,17552,1106,25,2,F,37,31,0.12,"['49', '140', '234', '348', '541', '719', '893', '1098', '1106', '1291']",1915,1,No,TRUE,0,30,30,5,30CD,1.691176471,17,3.939411765,0.5,Tuesday1
0.5,3109,17556,1989,25,2,F,37,31,0.11,"['125', '375', '655', '954', '1257', '1469', '1746', '1989', '2321']",1868,2,No,TRUE,0,30,30,5,30CD,2.494285714,7,3.895714286,0.5,Tuesday1
0.5,3109,17560,2820,25,2,F,37,31,0.13,"['125', '348', '1257', '1674', '2556', '2820']",2320,3,No,TRUE,0,30,30,5,30CD,4.185,4,2.9575,0.5,Tuesday1
0.5,3109,17566,2950,25,2,F,37,31,0.15,['2950'],2750,4,Yes,TRUE,0,30,30,5,30CD,0,1,8,0.5,Tuesday1
0.5,3109,17571,1437,25,2,F,37,31,0.09,['1437'],1237,5,Yes,TRUE,0,30,30,5,30CD,0,1,8,0.5,Tuesday1
0.5,3113,17558,112,27,1,F,32,44,0.15,"['112', '181']",2831,0,No,TRUE,1,30,15,3,15CD,2.764444444,9,3.112222222,1,Tuesday1
0.5,3113,17563,2330,27,1,F,32,44,0.12,"['253', '534', '814', '1090', '1371', '1666', '1901', '2200', '2330', '2435']",1995,1,No,FALSE,1,30,15,3,15CD,2.705555556,9,2.836666667,1,Tuesday1
0.5,3113,17570,299,27,1,F,32,44,0.14,"['299', '696']",2503,2,No,TRUE,1,30,15,3,15CD,4.96,4,1.15,1,Tuesday1
0.5,3113,17574,1211,27,1,F,32,44,0.15,"['750', '1211', '1234']",2777,3,No,TRUE,1,30,15,3,15CD,5.7,4,0.335,1,Tuesday1
0.5,3113,17581,1556,27,1,F,32,44,0.14,"['424', '685', '1136', '1556', '1776']",2380,4,No,TRUE,1,30,15,3,15CD,4.44,4,2.08,1,Tuesday1
0.5,3113,17587,1393,27,1,F,32,44,0.13,"['625', '1291', '1393', '1829']",2264,5,No,TRUE,1,30,15,3,15CD,6.096666667,3,0.586666667,1,Tuesday1
0.6,3108,17536,1203,27,2,M,42,47,0.13,"['787', '1203', '1640']",2363,0,No,FALSE,0,80,1,4,20CD,8.2,2,-1.28,0.75,Tuesday1
0.6,3108,17544,787,27,2,M,42,47,0.14,"['787', '1128']",2559,1,No,TRUE,0,80,1,4,20CD,8.56,2,-2.04,0.75,Tuesday1
0.6,3108,17551,1441,27,2,M,42,47,0.14,"['1181', '1441', '1738']",2503,2,No,TRUE,0,80,1,4,20CD,11.81,1,-3.81,0.75,Tuesday1
0.6,3108,17559,1941,27,2,M,42,47,0.12,"['496', '1750', '1941', '2590']",2051,3,No,TRUE,0,80,1,4,20CD,8.75,2,-1.43,0.75,Tuesday1
0.6,3108,17569,2767,27,2,M,42,47,0.14,"['954', '1950', '2424', '2767']",2467,4,No,TRUE,0,80,1,4,20CD,12.12,2,-6.14,0.75,Tuesday1
0.6,3108,17578,2968,27,2,M,42,47,0.14,"['306', '1246', '2329', '2968']",2468,5,Yes,TRUE,0,80,1,4,20CD,6.23,2,1.37,0.75,Tuesday1
0.36,3114,17561,2060,31,2,F,5,7,0.11,"['223', '416', '643', '886', '1083', '1242', '1428', '1613', '1768', '1981', '2060', '2189']",1771,0,No,FALSE,1,30,1,4,20CD,1.8225,16,2.893125,0.75,Tuesday1
0.36,3114,17568,2095,31,2,F,5,7,0.1,"['162', '344', '469', '643', '761', '909', '1106', '1250', '1405', '1534', '1689', '1840', '1969', '2095', '2117']",1578,1,No,FALSE,1,30,1,4,20CD,1.475,20,3.301,0.75,Tuesday1
0.36,3114,17575,2105,31,2,F,5,7,0.12,"['196', '371', '534', '753', '943', '1136', '1333', '1545', '1742', '1965', '2105', '2121']",1884,2,No,TRUE,1,30,1,4,20CD,1.936666667,15,3.124,0.75,Tuesday1
0.36,3114,17584,2966,31,2,F,5,7,0.09,"['147', '295', '473', '647', '848', '1003', '1227', '1435', '1606', '1799', '2007', '2147', '2340', '2503', '2678', '2806', '2935', '2966', '2988']",1178,3,No,TRUE,1,30,1,4,20CD,1.726470588,17,3.190588235,0.75,Tuesday1
0.36,3114,17590,2087,31,2,F,5,7,0.12,"['276', '670', '1079', '1488', '1954', '2087', '2405']",2082,4,No,TRUE,1,30,1,4,20CD,3.911428571,7,1.534285714,0.75,Tuesday1
0.36,3114,17593,1160,31,2,F,5,7,0.12,"['435', '1121', '1160', '1886']",1974,5,No,TRUE,1,30,1,4,20CD,6.286666667,3,0.366666667,0.75,Tuesday1
0.43,3115,17572,1400,34,2,F,38,30,0.15,"['806', '1400', '1484']",2716,0,No,FALSE,1,15,22,5,30CD,7.22,3,-0.94,0.5,Tuesday1
0.43,3115,17580,328,34,2,F,38,30,0.14,"['328', '791']",2437,1,No,FALSE,1,15,22,5,30CD,6.476666667,3,-0.096666667,0.5,Tuesday1
0.43,3115,17585,2771,34,2,F,38,30,0.13,"['545', '1170', '1833', '2462', '2771']",2371,2,No,TRUE,1,15,22,5,30CD,6.11,3,0.77,0.5,Tuesday1
0.43,3115,17589,2685,34,2,F,38,30,0.13,"['606', '1174', '1882', '2602', '2685']",2285,3,No,TRUE,1,15,22,5,30CD,6.273333333,3,0.526666667,0.5,Tuesday1
0.43,3115,17594,971,34,2,F,38,30,0.12,"['837', '971', '1734']",2037,4,No,TRUE,1,15,22,5,30CD,8.67,2,-1.75,0.5,Tuesday1
0.43,3115,17597,2099,34,2,F,38,30,0.12,"['598', '1276', '2041', '2099', '2712']",1987,5,No,TRUE,1,15,22,5,30CD,6.803333333,3,-0.12,0.5,Tuesday1
0.47,3118,17602,1151,27,4,F,38,16,0.14,"['329', '606', '905', '1151', '1170']",2581,0,No,FALSE,1,8,4,2,5CD,2.885,6,3.531666667,3,Tuesday1
0.47,3118,17603,2115,27,4,F,38,16,0.13,"['537', '935', '1325', '1666', '2007', '2115', '2382']",2133,1,No,TRUE,1,8,4,2,5CD,3.97,6,1.721666667,3,Tuesday1
0.47,3118,17606,1660,27,4,F,38,16,0.13,"['708', '1340', '1660', '2053']",2307,2,No,TRUE,1,8,4,2,5CD,5.67,4,0.1725,3,Tuesday1
0.47,3118,17610,1427,27,4,F,38,16,0.15,"['643', '1427', '1439']",2788,3,No,FALSE,1,8,4,2,5CD,5.15,5,0.07,3,Tuesday1
0.47,3118,17616,2165,27,4,F,38,16,0.13,"['965', '1750', '2165', '2496']",2369,4,No,TRUE,1,8,4,2,5CD,8.32,3,-2.546666667,3,Tuesday1
0.47,3118,17620,2471,27,4,F,38,16,0.15,"['984', '1901', '2471', '2488']",2683,5,No,TRUE,1,8,4,2,5CD,8.293333333,3,-2.393333333,3,Tuesday1
0.44,3119,17605,2664,30,2,M,44,35,0.14,"['375', '2664']",2564,0,No,FALSE,1,40,1,3,15CD,3.75,1,4.25,1,Tuesday1
0.44,3119,17611,932,30,2,M,44,35,0.15,"['932', '996']",2836,1,No,FALSE,1,40,1,3,15CD,9.96,1,-1.96,1,Tuesday1
0.44,3119,17617,1275,30,2,M,44,35,0.15,"['1275', '1325']",2850,2,No,TRUE,1,40,1,3,15CD,13.25,1,-5.25,1,Tuesday1
0.44,3119,17622,1456,30,2,M,44,35,0.09,"['1412', '1456']",1356,3,No,TRUE,1,40,1,3,15CD,14.12,1,-6.12,1,Tuesday1
0.43,3120,17608,1766,47,5,M,38,61,0.1,['1766'],1566,1,Yes,TRUE,1,60,19,4,20CD,0,1,8,0.75,Tuesday1
0.43,3120,17612,2472,47,5,M,38,61,0.13,"['1166', '1897', '2472']",2272,2,No,TRUE,1,60,19,4,20CD,11.66,1,-3.66,0.75,Tuesday1
0.43,3120,17621,1725,47,5,M,38,61,0.12,"['545', '1170', '1704', '1725', '2367']",1958,3,No,FALSE,1,60,19,4,20CD,5.68,3,1.2,0.75,Tuesday1
0.43,3120,17625,2383,47,5,M,38,61,0.13,"['454', '1049', '1606', '2007', '2383', '2549']",2334,4,No,TRUE,1,60,19,4,20CD,5.0175,4,1.135,0.75,Tuesday1
0.43,3120,17632,2441,47,5,M,38,61,0.14,"['321', '795', '1537', '2000', '2441', '2469']",2472,5,No,TRUE,1,60,19,4,20CD,5,4,1.51,0.75,Tuesday1
0.49,3121,17607,1852,36,2,M,39,17,0.11,"['833', '1852']",1752,0,No,TRUE,0,25,30,5,30CD,8.33,1,-0.33,0.5,Tuesday1
0.49,3121,17640,2638,36,2,M,39,17,0.13,"['2481', '2590', '2638']",2338,4,No,TRUE,0,25,30,5,30CD,12.95,2,-7.63,0.5,Tuesday1
0.16,3124,17634,1920,34,4,F,35,10,0.11,['1920'],1720,0,Yes,TRUE,2,30,3,2,5CD,0,1,8,3,Tuesday1
0.16,3124,17636,2120,34,4,F,35,10,0.12,['2120'],2120,1,No,TRUE,2,30,3,2,5CD,0,1,8,3,Tuesday1
0.16,3124,17639,914,34,4,F,35,10,0.07,"['208', '914']",814,2,No,TRUE,2,30,3,2,5CD,2.08,1,5.92,3,Tuesday1
0.16,3124,17641,441,34,4,F,35,10,0.05,['441'],241,3,Yes,TRUE,2,30,3,2,5CD,0,1,8,3,Tuesday1
0.16,3124,17643,2423,34,4,F,35,10,0.11,"['41', '761', '1223', '1344', '1617', '1738', '1996', '2174', '2378', '2423', '2625']",1798,4,No,FALSE,2,30,3,2,5CD,2.642222222,9,2.866666667,3,Tuesday1
0.16,3124,17645,1909,34,4,F,35,10,0.14,"['420', '909', '1121', '1496', '1909', '1916']",2493,5,No,FALSE,2,30,3,2,5CD,3.511428571,7,1.934285714,3,Tuesday1
0.4,3125,17644,76,52,3,F,19,10,0.14,"['76', '412']",2564,0,No,FALSE,1,15,1,3,15CD,4.12,1,3.88,1,Tuesday1
0.4,3125,17646,1664,52,3,F,19,10,0.1,"['477', '1664']",1564,1,No,FALSE,1,15,1,3,15CD,4.77,1,3.23,1,Tuesday1
0.4,3125,17652,266,52,3,F,19,10,0.11,"['266', '1344']",1822,5,No,TRUE,1,15,1,3,15CD,13.44,1,-5.44,1,Tuesday1
0.46,3126,17649,664,45,3,F,29,23,0.14,"['435', '664', '1018']",2446,0,No,TRUE,1,6,10,4,20CD,4.362,5,1.546,0.75,Tuesday1
0.46,3126,17651,1910,45,3,F,29,23,0.13,"['303', '507', '1003', '1420', '1670', '1910', '2128']",2182,1,No,TRUE,1,6,10,4,20CD,3.89,7,1.875714286,0.75,Tuesday1
0.46,3126,17653,2956,45,3,F,29,23,0.13,"['174', '742', '909', '1708', '2352', '2956', '2988']",2368,2,No,FALSE,1,6,10,4,20CD,4.704,5,1.588,0.75,Tuesday1
0.46,3126,17655,673,45,3,F,29,23,0.12,"['189', '526', '673', '1439']",1934,3,No,TRUE,1,6,10,4,20CD,4.946,5,1.33,0.75,Tuesday1
0.46,3126,17657,1401,45,3,F,29,23,0.13,"['412', '674', '1079', '1401', '1731']",2270,4,No,TRUE,1,6,10,4,20CD,4.174,5,1.902,0.75,Tuesday1
0.46,3126,17659,99,45,3,F,29,23,0.15,"['99', '253']",2746,5,No,TRUE,1,6,10,4,20CD,4.272,5,1.772,0.75,Tuesday1
0.55,3127,17654,1738,40,4,F,21,20,0.12,"['765', '1594', '1738', '2488']",1950,0,No,FALSE,0,20,20,5,30CD,7.97,2,-1.05,0.5,Tuesday1
0.55,3127,17656,1414,40,4,F,21,20,0.12,"['1030', '1414', '2094']",2120,1,No,TRUE,0,20,20,5,30CD,10.47,2,-3.81,0.5,Tuesday1
0.55,3127,17658,599,40,4,F,21,20,0.14,"['599', '1121']",2378,2,No,TRUE,0,20,20,5,30CD,9.905,2,-3.385,0.5,Tuesday1
0.55,3127,17661,2247,40,4,F,21,20,0.13,"['875', '1806', '2247', '2715']",2232,3,No,TRUE,0,20,20,5,30CD,9.03,2,-2.23,0.5,Tuesday1
0.55,3127,17662,2067,40,4,F,21,20,0.13,"['772', '1696', '2067', '2625']",2142,4,No,TRUE,0,20,20,5,30CD,8.48,2,-1.56,0.5,Tuesday1
0.55,3127,17664,1136,40,4,F,21,20,0.13,"['920', '1136', '1806']",2130,5,No,TRUE,0,20,20,5,30CD,9.03,2,-2.23,0.5,Tuesday1
0.54,3130,17672,2225,43,2,F,36,26,0.12,"['109', '1496', '2225', '2878']",2047,0,No,TRUE,0,30,30,2,5CD,7.48,2,0.38,3,Tuesday1
0.54,3130,17675,2268,43,2,F,36,26,0.11,"['136', '522', '905', '2181', '2268']",1868,1,No,TRUE,0,30,30,2,5CD,3.016666667,3,4.436666667,3,Tuesday1
0.54,3130,17679,2938,43,2,F,36,26,0.14,"['68', '208', '435', '2238', '2938']",2538,2,No,TRUE,0,30,30,2,5CD,1.45,3,6.27,3,Tuesday1
0.54,3130,17683,1199,43,2,F,36,26,0.12,"['170', '439', '1199', '1806']",2093,3,No,TRUE,0,30,30,2,5CD,2.195,2,5.525,3,Tuesday1
0.54,3130,17686,796,43,2,F,36,26,0.1,"['132', '337', '632', '796', '1909']",1487,4,No,TRUE,0,30,30,2,5CD,2.106666667,3,5.533333333,3,Tuesday1
0.54,3130,17691,742,43,2,F,36,26,0.15,"['484', '742', '772']",2770,5,No,TRUE,0,30,30,2,5CD,3.86,2,3.46,3,Tuesday1
0.54,3131,17677,320,53,5,F,36,15,0.13,"['320', '909']",2311,0,No,TRUE,0,2,3,3,15CD,9.09,1,-1.09,1,Tuesday1
0.54,3131,17678,1790,53,5,F,36,15,0.11,"['1246', '1790']",1690,1,No,TRUE,0,2,3,3,15CD,12.46,1,-4.46,1,Tuesday1
0.54,3131,17684,454,53,5,F,36,15,0.13,"['454', '1011']",2343,3,No,TRUE,0,2,3,3,15CD,10.11,1,-2.11,1,Tuesday1
0.54,3131,17689,719,53,5,F,36,15,0.14,"['719', '1147']",2472,4,No,TRUE,0,2,3,3,15CD,11.47,1,-3.47,1,Tuesday1
0.54,3131,17692,517,53,5,F,36,15,0.13,"['517', '1287']",2130,5,No,TRUE,0,2,3,3,15CD,12.87,1,-4.87,1,Tuesday1
0.59,3133,17682,844,36,2,F,28,9,0.14,"['416', '844', '1030']",2614,0,No,TRUE,0,30,22,5,30CD,5.73,3,1.016666667,0.5,Tuesday1
0.59,3133,17685,1724,36,2,F,28,9,0.14,"['465', '1268', '1724', '1863']",2561,1,No,TRUE,0,30,22,5,30CD,6.21,3,0.553333333,0.5,Tuesday1
0.59,3133,17690,988,36,2,F,28,9,0.13,"['405', '916', '988', '1560']",2128,2,No,TRUE,0,30,22,5,30CD,5.3775,4,0.915,0.5,Tuesday1
0.59,3133,17695,22,36,2,F,28,9,0.15,"['22', '295']",2627,3,No,TRUE,0,30,22,5,30CD,3.717142857,7,1.901428571,0.5,Tuesday1
0.59,3133,17697,2112,36,2,F,28,9,0.12,"['280', '541', '905', '1265', '1594', '1909', '1977', '2112', '2340']",1972,4,No,TRUE,0,30,22,5,30CD,2.983333333,9,2.545555556,0.5,Tuesday1
0.59,3133,17700,238,36,2,F,28,9,0.14,"['238', '537']",2601,5,No,TRUE,0,30,22,5,30CD,7.03,3,-0.266666667,0.5,Tuesday1
0.63,3132,17680,2733,25,5,M,36,22,0.14,"['329', '916', '1768', '2733', '2772']",2561,0,No,FALSE,0,30,15,4,20CD,5.893333333,3,1.04,0.75,Tuesday1
0.63,3132,17687,1532,25,5,M,36,22,0.15,"['852', '1532', '1534']",2798,1,No,TRUE,0,30,15,4,20CD,7.143333333,3,-0.943333333,0.75,Tuesday1
0.63,3132,17694,1875,25,5,M,36,22,0.13,"['821', '1670', '1875', '2212']",2363,2,No,TRUE,0,30,15,4,20CD,7.373333333,3,-1.326666667,0.75,Tuesday1
0.63,3132,17698,734,25,5,M,36,22,0.15,"['734', '772']",2862,3,No,TRUE,0,30,15,4,20CD,6.59,4,-0.98,0.75,Tuesday1
0.63,3132,17702,2994,25,5,M,36,22,0.14,"['803', '1568', '2140', '2583', '2994']",2494,4,No,TRUE,0,30,15,4,20CD,6.4575,4,-0.935,0.75,Tuesday1
0.63,3132,17704,936,25,5,M,36,22,0.13,"['791', '936', '1575']",2161,5,No,TRUE,0,30,15,4,20CD,6.5625,4,-1.04,0.75,Tuesday1
0.58,3136,17711,2192,30,2,F,41,14,0.13,"['696', '1018', '1507', '1893', '2192', '2469']",2223,0,No,TRUE,0,30,15,2,5CD,4.7325,4,1.3775,3,Tuesday1
0.58,3136,17712,1384,30,2,F,41,14,0.14,"['943', '1314', '1384', '1693']",2391,1,No,TRUE,0,30,15,2,5CD,5.643333333,3,0.773333333,3,Tuesday1
