session_id,round_id,anchor,visual_treatment_id,paid,length,age,country,education,gender,nfctotal,rpstotal,round_payment,player_flips,round_score,round_num,live,firstSelected,checkBonus,bonusMissed,gameMode,condition,deltaT,numChecks,deltaTtoRational,waitingTime
523,2239,1246,3,0,3000,77,0,2,F,45,27,0.09,"['477', '1246']",1146,0,No,['477'],FALSE,0,3,15CD,4.77,1,3.23,1
523,2258,2052,3,0,3000,77,0,2,F,45,27,0.12,"['628', '2052']",1952,1,No,['628'],TRUE,0,3,15CD,6.28,1,1.72,1
523,2275,2151,3,0,3000,77,0,2,F,45,27,0.12,"['825', '2151']",2051,2,No,['825'],TRUE,0,3,15CD,8.25,1,-0.25,1
523,2289,1419,3,0,3000,77,0,2,F,45,27,0.09,"['1011', '1419']",1319,3,No,['1011'],TRUE,0,3,15CD,10.11,1,-2.11,1
523,2303,836,3,0,3000,77,0,2,F,45,27,0.07,['836'],836,4,No,,TRUE,0,3,15CD,0,1,8,1
523,2310,69,3,0,3000,77,0,2,F,45,27,0.11,"['69', '1181']",1788,5,No,['1181'],TRUE,0,3,15CD,11.81,1,-3.81,1
504,2141,538,3,0,3000,67,0,2,M,30,18,0.14,"['458', '538', '962']",2376,0,No,"['458','962','1564','2242','2655']",FALSE,0,2,10CD,5.31,5,0.248,1.5
504,2162,2095,3,0,3000,67,0,2,M,30,18,0.14,"['500', '1015', '1602', '2095', '2125']",2470,1,No,"['500','1015','1015','1602','2125','2613','2928']",FALSE,0,2,10CD,4.182857143,7,0.904285714,1.5
504,2196,1054,3,0,3000,67,0,2,M,30,18,0.14,"['704', '1054', '1454']",2400,2,No,"['704','1454','2068','2708','2727']",TRUE,0,2,10CD,5.454,5,-0.59,1.5
504,2267,2465,3,0,3000,67,0,2,M,30,18,0.13,"['545', '1257', '2117', '2465', '2742']",2323,3,No,"['545','1257','2117','2742']",TRUE,0,2,10CD,6.855,4,-0.8825,1.5
504,2295,1939,3,0,3000,67,0,2,M,30,18,0.14,"['685', '1397', '1939', '2075']",2564,4,No,"['685','1397','2075','2829']",TRUE,0,2,10CD,7.0725,4,-1.3175,1.5
504,2309,1582,3,0,3000,67,0,2,M,30,18,0.1,['1582'],1582,5,No,,TRUE,0,2,10CD,0,1,8,1.5
522,2225,2755,3,0,3000,50,0,4,M,20,26,0.15,"['1068', '2755']",2655,0,No,['1068'],TRUE,0,2,10CD,10.68,1,-2.68,1.5
522,2249,591,3,0,3000,50,0,4,M,20,26,0.14,"['591', '1087']",2404,1,No,['1087'],TRUE,0,2,10CD,10.87,1,-2.87,1.5
522,2277,1418,3,0,3000,50,0,4,M,20,26,0.09,"['803', '1418']",1318,2,No,['803'],TRUE,0,2,10CD,8.03,1,-0.03,1.5
522,2293,326,3,0,3000,50,0,4,M,20,26,0.11,"['326', '1583']",1643,3,No,['1583'],TRUE,0,2,10CD,15.83,1,-7.83,1.5
522,2301,2158,3,0,3000,50,0,4,M,20,26,0.12,"['1560', '2158']",2058,4,No,['1560'],TRUE,0,2,10CD,15.6,1,-7.6,1.5
522,2312,529,3,0,3000,50,0,4,M,20,26,0.11,"['529', '1651']",1778,5,No,['1651'],TRUE,0,2,10CD,16.51,1,-8.51,1.5
526,2288,1550,3,0,3000,30,0,3,M,44,39,0.13,"['424', '924', '1500', '1550', '1928']",2222,0,No,"['424','1500','2348','924','1928','2772']",FALSE,0,3,15CD,4.62,6,0.976666667,1
526,2300,622,3,0,3000,30,0,3,M,44,39,0.13,"['458', '622', '1174']",2248,1,No,"['458','1174','1799','2321','2765']",TRUE,0,3,15CD,5.53,5,0.134,1
526,2304,401,3,0,3000,30,0,3,M,44,39,0.15,"['401', '530']",2771,2,No,"['530','1087','1734','2284','2757']",TRUE,0,3,15CD,5.514,5,0.018,1
526,2308,1018,3,0,3000,30,0,3,M,44,39,0.15,"['511', '1018', '1079']",2739,3,No,"['511','1079','1553','2159','2625']",TRUE,0,3,15CD,5.25,5,0.252,1
526,2313,2059,3,0,3000,30,0,3,M,44,39,0.14,"['587', '1242', '1587', '2059', '2106']",2553,4,No,"['587','1242','1587','2106','2590']",TRUE,0,3,15CD,5.18,5,0.55,1
526,2318,2000,3,0,3000,30,0,3,M,44,39,0.14,"['500', '1121', '1647', '2000', '2045']",2555,5,No,"['500','1121','1647','2045','2541']",TRUE,0,3,15CD,5.082,5,0.576,1
513,2175,2308,3,0,3000,39,0,2,M,34,37,0.12,"['537', '931', '1712', '2299', '2308']",1908,0,No,"['537','931','1712','2299']",TRUE,0,2,10CD,5.7475,4,0.3875,1.5
513,2233,467,3,0,3000,39,0,2,M,34,37,0.14,"['178', '340', '467', '715']",2452,1,No,"['178','340','715','1166','1753','2515']",TRUE,0,2,10CD,4.191666667,6,2.268333333,1.5
513,2248,1594,3,0,3000,39,0,2,M,34,37,0.14,"['159', '473', '640', '1087', '1287', '1594', '1606']",2388,2,No,"['159','473','640','1087','1287','1606','1768','2431']",TRUE,0,2,10CD,3.03875,8,2.93875,1.5
513,2274,1346,3,0,3000,39,0,2,M,34,37,0.13,"['234', '401', '458', '700', '893', '1090', '1310', '1346', '1378']",2168,3,No,"['401','458','700','893','1090','1310','1643','1950','2291','1378','1659','234']",TRUE,0,2,10CD,1.909166667,12,3.8925,1.5
513,2297,2233,3,0,3000,39,0,2,M,34,37,0.11,"['128', '295', '454', '636', '916', '1102', '1128', '1318', '1534', '1685', '1890', '2233', '2306']",1727,4,No,"['128','295','454','636','916','1102','1128','1318','1534','1685','1890','2306','2662']",TRUE,0,2,10CD,2.047692308,13,3.694615385,1.5
513,2316,1085,3,0,3000,39,0,2,M,34,37,0.13,"['64', '159', '318', '496', '681', '768', '954', '1085', '1102']",2183,5,No,"['64','159','318','496','681','954','1102','1348','1564','1746','1833','2022','2143','2318','768','1257','2492']",TRUE,0,2,10CD,1.465882353,17,4.111176471,1.5
527,2307,2227,3,0,3000,33,0,4,F,23,20,0.14,"['541', '1166', '1803', '2227', '2439']",2388,0,No,"['541','1166','1803','2439']",FALSE,0,1,NoWait,6.0975,4,0.0625,0
527,2314,901,3,0,3000,33,0,4,F,23,20,0.14,"['901', '1382']",2419,1,No,"['1382','2344']",TRUE,0,1,NoWait,11.72,2,-5.07,0
527,2317,925,3,0,3000,33,0,4,F,23,20,0.08,['925'],925,2,No,,TRUE,0,1,NoWait,0,1,8,0
527,2320,2044,3,0,3000,33,0,4,F,23,20,0.15,"['606', '2044', '2068']",2776,3,No,"['606','2068']",TRUE,0,1,NoWait,10.34,2,-3.14,0
527,2322,120,3,0,3000,33,0,4,F,23,20,0.12,"['120', '969']",2051,4,No,"['969','1965']",TRUE,0,1,NoWait,9.825,2,-3.165,0
527,2324,1283,3,0,3000,33,0,4,F,23,20,0.14,"['685', '1283', '1609']",2474,5,No,"['685','1609','2034']",TRUE,0,1,NoWait,6.78,3,-0.523333333,0
528,2325,1157,3,0,3000,23,0,4,F,24,22,0.14,"['333', '806', '1157', '1318']",2539,0,No,"['333','806','1318','1829','2405']",FALSE,0,2,10CD,4.81,5,1.328,1.5
528,2328,2665,3,0,3000,23,0,4,F,24,22,0.13,"['386', '821', '1234', '1704', '2215', '2665', '2712']",2353,1,No,"['386','821','1234','1704','2215','2712']",TRUE,0,2,10CD,4.52,6,1.186666667,1.5
528,2331,1178,3,0,3000,23,0,4,F,24,22,0.14,"['507', '958', '1178', '1431']",2447,2,No,"['507','958','1431','1886','2378','2833']",TRUE,0,2,10CD,4.721666667,6,0.685,1.5
528,2333,2392,3,0,3000,23,0,4,F,24,22,0.13,"['450', '837', '1253', '1651', '2113', '2392', '2518']",2274,3,No,"['450','837','1253','1651','2113','2518','2924']",TRUE,0,2,10CD,4.177142857,7,1.101428571,1.5
528,2338,1483,3,0,3000,23,0,4,F,24,22,0.14,"['518', '1113', '1483', '1727']",2456,4,No,"['518','1113','1727','2393','2886']",TRUE,0,2,10CD,5.772,5,-0.416,1.5
528,2343,1184,3,0,3000,23,0,4,F,24,22,0.13,"['621', '1155', '1184', '1636']",2248,5,No,"['621','1155','1636','2147','2636','2981']",TRUE,0,2,10CD,4.968333333,6,0.153333333,1.5
530,2332,1872,3,0,3000,30,0,4,M,25,32,0.12,"['170', '382', '659', '954', '1310', '1606', '1872', '1890']",2082,0,Yes,"['170','382','659','954','1310','1606','1890','2102','2268','2655']",FALSE,0,1,NoWait,2.655,10,2.921,0
530,2335,2521,3,0,3000,30,0,4,M,25,32,0.11,"['117', '272', '454', '606', '780', '1276', '1700', '2121', '2333', '2521', '2617']",1704,1,Yes,"['117','272','454','606','780','1276','1700','2121','2333','2617']",FALSE,0,1,NoWait,2.617,10,3.286,0
530,2339,2089,3,0,3000,30,0,4,M,25,32,0.12,"['98', '446', '1007', '1837', '2089', '2659']",1930,2,No,"['98','446','1007','1837','2659']",TRUE,0,1,NoWait,5.318,5,1.074,0
530,2344,468,3,0,3000,30,0,4,M,25,32,0.13,"['333', '468', '943']",2325,3,No,"['333','943','1606','2477']",TRUE,0,1,NoWait,6.1925,4,0.17,0
530,2347,108,3,0,3000,30,0,4,M,25,32,0.15,"['108', '325']",2683,4,No,"['325','742','1219','1742','2196']",TRUE,0,1,NoWait,4.392,5,1.932,0
530,2349,318,3,0,3000,30,0,4,M,25,32,0.13,"['303', '318', '886']",2232,5,No,"['303','886','1871','2833']",TRUE,0,1,NoWait,7.0825,4,-0.7875,0
525,2319,2384,3,0,3000,47,0,2,M,25,36,0.12,"['193', '473', '731', '996', '1250', '1484', '1776', '2125', '2384', '2537']",1947,0,No,"['193','473','731','996','1250','1484','1776','2848','2537','2125']",TRUE,0,2,10CD,2.848,10,2.628,1.5
525,2327,1457,3,0,3000,47,0,2,M,25,36,0.13,"['121', '295', '496', '708', '943', '1204', '1457', '1481']",2276,1,No,"['121','295','496','708','943','1204','1481','2833','1753','2003','2356']",TRUE,0,2,10CD,2.575454545,11,3.155454545,1.5
525,2330,1532,3,0,3000,47,0,2,M,25,36,0.13,"['128', '321', '549', '799', '1056', '1333', '1532', '1632']",2200,2,No,"['128','321','549','799','2825','1056','1333','1632','1946','2227','2507']",TRUE,0,2,10CD,2.568181818,11,2.971818182,1.5
525,2336,2315,3,0,3000,47,0,2,M,25,36,0.1,"['128', '337', '575', '840', '1143', '1359', '1636', '1943', '2276', '2315', '2803']",1512,3,No,"['128','337','575','840','1143','2803','1359','1636','1943','2276']",TRUE,0,2,10CD,2.803,10,3.018,1.5
525,2342,2868,3,0,3000,47,0,2,M,25,36,0.12,"['265', '598', '935', '1272', '1553', '1863', '2181', '2462', '2784', '2868']",1968,4,No,"['265','598','935','1272','1553','1863','2181','2784','2462']",TRUE,0,2,10CD,3.093333333,9,2.206666667,1.5
525,2350,2500,3,0,3000,47,0,2,M,25,36,0.11,"['117', '352', '636', '909', '1227', '1590', '1958', '2356', '2500', '2734']",1866,5,No,"['117','352','636','2734','909','1227','1590','2356','1958']",TRUE,0,2,10CD,3.037777778,9,2.745555556,1.5
529,2329,1565,3,0,3000,44,0,2,M,37,10,0.09,"['1462', '1565']",1265,0,Yes,['1462'],FALSE,0,3,15CD,14.62,1,-6.62,1
529,2334,1794,3,0,3000,44,0,2,M,37,10,0.1,"['678', '1541', '1794']",1594,1,No,"['678','1541']",TRUE,0,3,15CD,7.705,2,-0.645,1
529,2341,2187,3,0,3000,44,0,2,M,37,10,0.14,"['310', '1454', '2187', '2386']",2501,2,No,"['310','1454','2386']",TRUE,0,3,15CD,7.953333333,3,-1.22,1
529,2348,1011,3,0,3000,44,0,2,M,37,10,0.12,"['818', '1011', '1928']",1883,3,No,"['818','1928']",TRUE,0,3,15CD,9.64,2,-2.72,1
529,2354,1878,3,0,3000,44,0,2,M,37,10,0.1,"['844', '1587', '1878']",1478,4,Yes,"['844','1587']",TRUE,0,3,15CD,7.935,2,-1.015,1
529,2358,2068,3,0,3000,44,0,2,M,37,10,0.14,"['768', '1575', '2068', '2333']",2435,5,No,"['768','1575','2333']",TRUE,0,3,15CD,7.776666667,3,-1.613333333,1
531,2337,75,3,0,3000,44,0,2,F,14,20,0.15,"['75', '291']",2684,0,No,"['291','643','1356','1878','2117','2636']",FALSE,0,2,10CD,4.393333333,6,1.42,1.5
531,2340,561,3,0,3000,44,0,2,F,14,20,0.15,"['329', '561', '651']",2710,1,No,"['329','651','1238','1924','2659']",TRUE,0,2,10CD,5.318,5,1.022,1.5
531,2345,2744,3,0,3000,44,0,2,F,14,20,0.14,"['549', '1185', '2276', '2744']",2444,2,No,"['549','1185','2276']",TRUE,0,2,10CD,7.586666667,3,-0.706666667,1.5
531,2356,1955,3,0,3000,44,0,2,F,14,20,0.13,"['503', '882', '1007', '1492', '1955', '2204']",2251,3,No,"['503','882','1007','1492','2204']",TRUE,0,2,10CD,4.408,5,1.704,1.5
531,2360,1170,3,0,3000,44,0,2,F,14,20,0.15,"['583', '1170', '1246']",2724,4,No,"['583','1246','1965','2625']",TRUE,0,2,10CD,6.5625,4,-0.4725,1.5
531,2364,1352,3,0,3000,44,0,2,F,14,20,0.14,"['507', '935', '1352', '1518']",2534,5,No,"['507','935','1518','2314']",TRUE,0,2,10CD,5.785,4,0.525,1.5
532,2346,2928,3,0,3000,60,0,5,F,21,32,0.13,"['340', '852', '1412', '1890', '2204', '2651', '2928']",2328,0,No,"['340','852','1412','1890','2204','2651']",TRUE,0,3,15CD,4.418333333,6,1.191666667,1
532,2353,199,3,0,3000,60,0,5,F,21,32,0.15,"['199', '473']",2626,1,No,"['473','1079','2178','2428','2681','1643']",TRUE,0,3,15CD,4.468333333,6,0.583333333,1
532,2357,1231,3,0,3000,60,0,5,F,21,32,0.13,"['359', '583', '1196', '1231', '1541']",2290,2,No,"['359','583','1196','1541','1924','2261','2640']",TRUE,0,3,15CD,3.771428571,7,1.997142857,1
532,2361,2435,3,0,3000,60,0,5,F,21,32,0.13,"['352', '704', '1056', '1416', '1863', '2231', '2435', '2560']",2175,3,No,"['352','704','1056','1416','1863','2231','2560','2867']",TRUE,0,3,15CD,3.58375,8,1.54375,1
532,2365,922,3,0,3000,60,0,5,F,21,32,0.14,"['234', '632', '922', '1113']",2509,4,No,"['234','632','1113','1583','2053','2435','2787']",TRUE,0,3,15CD,3.981428571,7,1.437142857,1
532,2368,1702,3,0,3000,60,0,5,F,21,32,0.14,"['356', '738', '1106', '1458', '1702', '1818']",2384,5,No,"['356','738','1106','1458','1818','2159','2511','2825']",TRUE,0,3,15CD,3.53125,8,1.58125,1
533,2352,2787,3,0,3000,39,0,1,M,23,24,0.14,"['549', '1174', '1905', '2500', '2787']",2387,0,No,"['549','1174','1905','2500']",FALSE,0,1,NoWait,6.25,4,0.005,0
533,2363,2838,3,0,3000,39,0,1,M,23,24,0.14,"['689', '1325', '1984', '2541', '2838']",2438,1,No,"['689','1325','1984','2541']",TRUE,0,1,NoWait,6.3525,4,-0.42,0
533,2367,2781,3,0,3000,39,0,1,M,23,24,0.14,"['780', '1462', '1984', '2503', '2781']",2381,2,No,"['780','1462','1984','2503']",TRUE,0,1,NoWait,6.2575,4,-0.5575,0
533,2370,699,3,0,3000,39,0,1,M,23,24,0.15,"['699', '803']",2796,3,No,"['803','1397','1984','2553']",TRUE,0,1,NoWait,6.3825,4,-0.6075,0
533,2372,2533,3,0,3000,39,0,1,M,23,24,0.14,"['890', '1439', '1996', '2533', '2553']",2580,4,No,"['890','1439','1996','2553']",TRUE,0,1,NoWait,6.3825,4,-0.6675,0
533,2374,183,3,0,3000,39,0,1,M,23,24,0.13,"['183', '806']",2277,5,No,"['806','1348','1905','2477']",TRUE,0,1,NoWait,6.1925,4,-0.225,0
534,2355,2639,3,0,3000,29,0,2,M,20,35,0.11,"['215', '685', '905', '1280', '1541', '1609', '1734', '2045', '2280', '2639', '2765']",1874,0,No,"['215','685','905','1280','1541','1609','1734','2280','2765','2045']",FALSE,0,2,10CD,2.765,10,2.675,1.5
534,2362,2897,3,0,3000,29,0,2,M,20,35,0.11,"['276', '420', '757', '1117', '1284', '1386', '1708', '1958', '1977', '2166', '2556', '2829', '2897']",1697,1,No,"['276','420','757','1117','1284','1386','1708','2166','1977','2556','2829','1958']",TRUE,0,2,10CD,2.3575,12,2.761666667,1.5
534,2366,1663,3,0,3000,29,0,2,M,20,35,0.14,"['215', '780', '1208', '1663', '1738']",2525,2,No,"['215','780','1208','2189','1738','2579','2859']",TRUE,0,2,10CD,4.084285714,7,1.178571429,1.5
534,2369,2328,3,0,3000,29,0,2,M,20,35,0.14,"['128', '776', '1060', '1590', '2328', '2359']",2469,3,No,"['128','1060','776','1590','2359','2473','2678','2916']",TRUE,0,2,10CD,3.645,8,1.14125,1.5
534,2371,2990,3,0,3000,29,0,2,M,20,35,0.13,"['318', '780', '1496', '1981', '2492', '2727', '2814', '2990']",2290,4,No,"['318','780','1496','1981','2492','2727','2814']",TRUE,0,2,10CD,4.02,7,0.871428571,1.5
534,2376,2298,3,0,3000,29,0,2,M,20,35,0.13,"['359', '810', '1507', '2018', '2298', '2439']",2359,5,No,"['359','810','2018','1507','2439','2818','2617','2916']",TRUE,0,2,10CD,3.645,8,0.81,1.5
535,2373,905,3,0,3000,23,0,2,M,30,41,0.13,"['469', '905', '1314']",2191,0,Yes,"['469','1314','2469']",FALSE,0,3,15CD,8.23,3,-1.466666667,1
535,2375,2676,3,0,3000,23,0,2,M,30,41,0.13,"['503', '1015', '1636', '2564', '2676']",2276,1,No,"['503','1015','1636','2564']",TRUE,0,3,15CD,6.41,4,-0.2575,1
535,2377,2170,3,0,3000,23,0,2,M,30,41,0.12,"['371', '704', '1200', '1708', '2166', '2170', '2609']",1961,2,No,"['371','704','1200','1708','2166','2609']",TRUE,0,3,15CD,4.348333333,6,1.405,1
535,2378,938,3,0,3000,23,0,2,M,30,41,0.15,"['727', '938', '1113']",2625,3,No,"['727','1113','1458','2045','2446','2795']",TRUE,0,3,15CD,4.658333333,6,0.495,1
535,2379,1208,3,0,3000,23,0,2,M,30,41,0.14,"['625', '924', '1208', '1462']",2446,4,No,"['625','924','1462','1806','2284','2602']",TRUE,0,3,15CD,4.336666667,6,1.11,1
535,2380,1804,3,0,3000,23,0,2,M,30,41,0.12,"['416', '928', '1250', '1674', '1804', '2193']",2111,5,No,"['416','928','1250','1674','2193','2621']",TRUE,0,3,15CD,4.368333333,6,1.298333333,1
536,2381,1846,3,0,3000,28,0,1,M,17,46,0.14,"['837', '1846', '2223']",2423,0,No,"['837','2223']",TRUE,0,1,NoWait,11.115,2,-4.195,0
536,2382,1509,3,0,3000,28,0,1,M,17,46,0.15,"['492', '1509', '1632']",2677,1,No,"['492','1632','2651']",TRUE,0,1,NoWait,8.836666667,3,-2.406666667,0
536,2383,1012,3,0,3000,28,0,1,M,17,46,0.14,"['231', '1012', '1219']",2593,2,No,"['231','1219','2655']",TRUE,0,1,NoWait,8.85,3,-1.703333333,0
536,2384,1862,3,0,3000,28,0,1,M,17,46,0.13,"['393', '1128', '1862', '2306']",2256,3,No,"['393','1128','2306']",TRUE,0,1,NoWait,7.686666667,3,-1.033333333,0
536,2385,1421,3,0,3000,28,0,1,M,17,46,0.12,"['348', '511', '806', '1113', '1421', '1856']",2065,4,No,"['348','511','806','1113','1856','2386','2886']",TRUE,0,1,NoWait,4.122857143,7,1.577142857,0
536,2386,997,3,0,3000,28,0,1,M,17,46,0.14,"['212', '659', '997', '1193']",2504,5,No,"['212','659','1674','1193','2128','2689']",TRUE,0,1,NoWait,4.481666667,6,1.428333333,0
537,2387,586,3,0,3000,32,0,1,M,37,8,0.14,"['189', '469', '586', '856']",2430,0,No,"['189','856','469','1204','1545','1893','2193','2450','2651','2859']",FALSE,0,2,10CD,2.859,10,2.205,1.5
537,2388,2752,3,0,3000,32,0,1,M,37,8,0.1,"['178', '428', '613', '784', '946', '1159', '1337', '1511', '1681', '1837', '2011', '2219', '2386', '2496', '2647', '2752', '2768']",1384,1,No,"['178','428','613','784','946','1159','1337','1511','1681','1837','2011','2219','2386','2496','2647','2768','2878']",TRUE,0,2,10CD,1.692941176,17,3.062941176,1.5
537,2389,1795,3,0,3000,32,0,1,M,37,8,0.12,"['159', '359', '537', '757', '958', '1196', '1420', '1617', '1795', '1814']",2081,2,No,"['159','359','537','757','958','1196','1420','1617','1814','2064','2265','2443','2640','2821']",TRUE,0,2,10CD,2.015,14,3.147142857,1.5
537,2390,2578,3,0,3000,32,0,1,M,37,8,0.11,"['196', '454', '689', '977', '1185', '1500', '1727', '1977', '2189', '2424', '2578', '2666']",1812,3,No,"['196','454','689','977','1185','1500','1727','1977','2189','2424','2666','2844']",TRUE,0,2,10CD,2.37,12,2.66,1.5
537,2391,2607,3,0,3000,32,0,1,M,37,8,0.12,"['212', '450', '738', '1022', '1284', '1556', '1848', '2075', '2268', '2454', '2607', '2628']",1879,4,No,"['212','450','738','1022','1284','1556','1848','2075','2268','2454','2628','2765','2897']",TRUE,0,2,10CD,2.228461538,13,2.474615385,1.5
537,2392,126,3,0,3000,32,0,1,M,37,8,0.15,"['126', '223']",2803,5,No,"['223','526','852','1109','1500','1761','2011','2306','2481','2613','2689','2818','2912']",TRUE,0,2,10CD,2.24,13,2.123076923,1.5
538,2393,1128,3,0,3000,30,0,2,M,20,37,0.13,"['196', '378', '590', '806', '1068', '1128', '1306']",2222,0,No,"['196','378','590','806','1068','1306','1526','1795','2037','2257','2488','2825']",FALSE,0,3,15CD,2.354166667,12,3.026666667,1
538,2394,174,3,0,3000,30,0,2,M,20,37,0.15,"['174', '257']",2817,1,No,"['257','488','712','950','1212','1530','1901','2136','2367','2609']",TRUE,0,3,15CD,2.609,10,2.897,1
538,2395,1707,3,0,3000,30,0,2,M,20,37,0.11,"['242', '416', '590', '765', '988', '1253', '1446', '1666', '1707', '1950']",1857,2,No,"['242','416','590','765','988','1253','1446','1666','1950','2162','2435','2647','2867']",TRUE,0,3,15CD,2.205384615,13,2.963076923,1
538,2396,2015,3,0,3000,30,0,2,M,20,37,0.11,"['303', '477', '647', '803', '969', '1178', '1356', '1568', '1738', '1897', '2015', '2117']",1798,3,No,"['303','477','647','803','969','1178','1356','1568','1738','1897','2117','2246','2246','2393','2568','2742','2882']",TRUE,0,3,15CD,1.695294118,17,3.038235294,1
538,2397,1036,3,0,3000,30,0,2,M,20,37,0.14,"['371', '549', '700', '882', '1036', '1083']",2453,4,No,"['371','549','700','882','1083','1227','1428','1617','1810','2026','2212','2416','2647','2950']",TRUE,0,3,15CD,2.107142857,14,2.913571429,1
538,2398,1537,3,0,3000,30,0,2,M,20,37,0.13,"['431', '636', '825', '984', '1174', '1382', '1537', '1583']",2254,5,No,"['431','636','825','984','1174','1382','1583','1818','2026','2261','2477','2719']",TRUE,0,3,15CD,2.265833333,12,2.96,1
539,2399,1456,3,0,3000,34,0,4,M,34,44,0.09,"['1416', '1456']",1156,0,Yes,['1416'],TRUE,0,1,NoWait,14.16,1,-6.16,0
539,2400,689,3,0,3000,34,0,4,M,34,44,0.06,"['242', '689']",389,1,Yes,['242'],TRUE,0,1,NoWait,2.42,1,5.58,0
539,2401,1418,3,0,3000,34,0,4,M,34,44,0.12,"['1418', '2011']",2107,2,Yes,['2011'],TRUE,0,1,NoWait,20.11,1,-12.11,0
539,2403,1785,3,0,3000,34,0,4,M,34,44,0.12,"['1785', '2450']",2035,3,Yes,['2450'],TRUE,0,1,NoWait,24.5,1,-16.5,0
539,2405,987,3,0,3000,34,0,4,M,34,44,0.1,"['987', '2238']",1449,4,Yes,['2238'],TRUE,0,1,NoWait,22.38,1,-14.38,0
539,2407,1567,3,0,3000,34,0,4,M,34,44,0.14,"['1567', '1799']",2468,5,Yes,['1799'],TRUE,0,1,NoWait,17.99,1,-9.99,0
540,2402,324,3,0,3000,43,0,5,M,36,32,0.15,"['324', '375']",2849,0,No,"['375','746','1238','1821','2393','2465']",FALSE,0,2,10CD,4.108333333,6,1.531666667,1.5
540,2404,2229,3,0,3000,43,0,5,M,36,32,0.12,"['390', '628', '897', '1132', '1465', '2079', '2229', '2435']",2094,1,No,"['390','628','897','1132','1465','2079','2435']",FALSE,0,2,10CD,3.478571429,7,2.315714286,1.5
540,2406,1301,3,0,3000,43,0,5,M,36,32,0.14,"['465', '852', '1223', '1301', '1526']",2375,2,No,"['465','852','1223','1526','1909','2060','2246','2416','2606']",TRUE,0,2,10CD,2.895555556,9,2.126666667,1.5
540,2408,2006,3,0,3000,43,0,5,M,36,32,0.12,"['310', '818', '1079', '1481', '1564', '1920', '2006', '2352']",1954,3,No,"['310','818','1079','1481','1564','1920','2352','2549','2621','2696']",TRUE,0,2,10CD,2.696,10,2.067,1.5
540,2409,2426,3,0,3000,43,0,5,M,36,32,0.12,"['708', '973', '1318', '1738', '2121', '2333', '2420', '2426', '2545']",2081,4,No,"['708','973','1318','1738','2121','2333','2420','2545','2643','2715']",TRUE,0,2,10CD,2.715,10,1.704,1.5
540,2411,2394,3,0,3000,43,0,5,M,36,32,0.13,"['984', '1397', '1617', '1996', '2268', '2394', '2454']",2340,5,No,"['984','1397','1617','1996','2268','2454','2712']",TRUE,0,2,10CD,3.874285714,7,0.918571429,1.5
542,2413,1858,3,0,3000,31,0,1,F,24,26,0.11,"['1503', '1511', '1858']",1658,0,No,"['1511','1503']",FALSE,0,1,NoWait,7.555,2,-1.055,0
542,2415,2006,3,0,3000,31,0,1,F,24,26,0.11,"['1003', '1946', '2006']",1806,1,No,"['1003','1946']",TRUE,0,1,NoWait,9.73,2,-3.07,0
542,2416,1457,3,0,3000,31,0,1,F,24,26,0.14,"['1162', '1457', '1875']",2382,2,No,"['1162','1875']",FALSE,0,1,NoWait,9.375,2,-2.375,0
542,2417,1886,3,0,3000,31,0,1,F,24,26,0.12,"['1166', '1761', '1886', '2522']",2064,3,No,"['1166','1761','2522']",TRUE,0,1,NoWait,8.406666667,3,-2.406666667,0
542,2418,1236,3,0,3000,31,0,1,F,24,26,0.12,"['1007', '1236', '2037']",1999,4,No,"['1007','2037']",TRUE,0,1,NoWait,10.185,2,-3.525,0
542,2419,2756,3,0,3000,31,0,1,F,24,26,0.14,"['1310', '1821', '2579', '2756']",2456,5,No,"['1310','1821','2579']",TRUE,0,1,NoWait,8.596666667,3,-2.713333333,0
543,2420,2961,3,0,3000,53,0,2,M,30,34,0.13,"['378', '678', '1011', '1382', '1750', '2143', '2465', '2768', '2961']",2161,0,No,"['378','678','1011','1382','1750','2143','2465','2768']",FALSE,0,2,10CD,3.46,8,1.7775,1.5
543,2421,1309,3,0,3000,53,0,2,M,30,34,0.15,"['409', '863', '1309', '1344']",2665,1,No,"['409','863','1344','1859','2348','2806']",TRUE,0,2,10CD,4.676666667,6,1.028333333,1.5
543,2422,1765,3,0,3000,53,0,2,M,30,34,0.14,"['606', '1068', '1439', '1765', '1973']",2392,2,No,"['606','1068','1439','1973','2443','2916']",TRUE,0,2,10CD,4.86,6,0.39,1.5
543,2423,673,3,0,3000,53,0,2,M,30,34,0.15,"['673', '784']",2789,3,No,"['784','1522','1727','1973','2924']",TRUE,0,2,10CD,5.848,5,-0.428,1.5
543,2424,1477,3,0,3000,53,0,2,M,30,34,0.13,"['678', '1030', '1431', '1477', '1765']",2312,4,No,"['678','1431','2140','1765','1030','2738']",TRUE,0,2,10CD,4.563333333,6,0.826666667,1.5
543,2425,1067,3,0,3000,53,0,2,M,30,34,0.14,"['761', '1034', '1067', '1306']",2461,5,No,"['761','1306','1647','1996','2371','2738','1034']",TRUE,0,2,10CD,3.911428571,7,1.262857143,1.5
545,2426,1931,3,0,3000,28,0,4,M,33,19,0.12,"['397', '734', '1030', '1215', '1458', '1678', '1901', '1931', '2121']",2010,0,No,"['397','734','1030','1215','1458','1678','1901','2121','2333','2488','2696','2871','2871']",FALSE,0,1,NoWait,2.208461538,13,2.296153846,0
