session_id,round_id,anchor,visual_treatment_id,paid,length,age,country,education,gender,nfctotal,rpstotal,round_payment,player_flips,round_score,round_num,live,firstSelected,checkBonus,bonusMissed,gameMode,condition,deltaT,numChecks,deltaTtoRational,waitingTime
447,1817,355,3,0,3000,24,0,4,M,37,43,0.05,['355'],355,0,No,,FALSE,0,3,15CD,0,1,8,1
447,1818,537,3,0,3000,24,0,4,M,37,43,0.13,"['537', '1162']",2275,1,No,"['1162','2431']",TRUE,0,3,15CD,12.155,2,-5.155,1
447,1820,342,3,0,3000,24,0,4,M,37,43,0.12,"['342', '1196']",2046,2,No,"['1196','2988','2287']",TRUE,0,3,15CD,9.96,3,-4.066666667,1
447,1821,755,3,0,3000,24,0,4,M,37,43,0.13,"['738', '755', '1424']",2131,3,No,"['738','1424','2424']",TRUE,0,3,15CD,8.08,3,-1.606666667,1
447,1823,488,3,0,3000,24,0,4,M,37,43,0.12,"['488', '1412']",1976,4,No,"['1412','2087','2685']",TRUE,0,3,15CD,8.95,3,-3.316666667,1
447,1826,2880,3,0,3000,24,0,4,M,37,43,0.14,"['1246', '1950', '2503', '2880']",2580,5,No,"['1246','1950','2503']",TRUE,0,3,15CD,8.343333333,3,-2.356666667,1
448,1819,2091,3,0,3000,20,0,2,F,40,21,0.05,"['87', '98', '109', '113', '125', '136', '166', '571', '670', '772', '856', '1234', '1280', '1295', '1321', '1356', '1375', '1405', '2091']",191,0,No,"['670','772','856','571','87','109','136','136','125','113','98','166','1280','1356','1405','1375','1234','1295','1321']",FALSE,0,1,NoWait,0.739473684,19,5.944210526,0
448,1822,1462,3,0,3000,20,0,2,F,40,21,0.09,"['1462', '2954']",1208,1,Yes,['2954'],TRUE,0,1,NoWait,29.54,1,-21.54,0
448,1827,307,3,0,3000,20,0,2,F,40,21,0.04,"['307', '2916']",91,2,Yes,['2916'],TRUE,0,1,NoWait,29.16,1,-21.16,0
448,1833,2146,3,0,3000,20,0,2,F,40,21,0.12,"['2146', '2958']",2088,3,No,['2958'],TRUE,0,1,NoWait,29.58,1,-21.58,0
448,1837,1529,3,0,3000,20,0,2,F,40,21,0.1,"['1529', '2977']",1452,4,No,['2977'],TRUE,0,1,NoWait,29.77,1,-21.77,0
448,1843,1889,3,0,3000,20,0,2,F,40,21,0.11,"['1889', '2981']",1808,5,No,['2981'],TRUE,0,1,NoWait,29.81,1,-21.81,0
451,1825,2828,3,0,3000,21,0,1,F,32,23,0.14,"['416', '1246', '2223', '2828']",2528,0,No,"['416','1246','2223']",TRUE,0,1,NoWait,7.41,3,-0.436666667,0
451,1832,2543,3,0,3000,21,0,1,F,32,23,0.14,"['503', '1257', '2015', '2543', '2594']",2549,1,No,"['503','1257','2015','2594']",FALSE,0,1,NoWait,6.485,4,-0.4225,0
451,1834,2023,3,0,3000,21,0,1,F,32,23,0.13,"['488', '1348', '1806', '2023', '2484']",2139,2,No,"['488','1348','1806','2484','2837']",TRUE,0,1,NoWait,5.674,5,-0.288,0
451,1841,1835,3,0,3000,21,0,1,F,32,23,0.12,"['924', '1643', '1835', '2458']",2077,3,No,"['924','1643','2458','2920']",TRUE,0,1,NoWait,7.3,4,-2.0775,0
451,1845,528,3,0,3000,21,0,1,F,32,23,0.14,"['528', '1041']",2387,4,No,"['1041','1719','2037','2625']",TRUE,0,1,NoWait,6.5625,4,-1.1675,0
451,1850,738,3,0,3000,21,0,1,F,32,23,0.15,"['738', '799']",2639,5,Yes,"['799','1852','2719','1231']",TRUE,0,1,NoWait,6.7975,4,-0.7425,0
454,1836,2766,3,0,3000,34,0,4,M,18,23,0.14,"['443', '1231', '2159', '2766']",2466,0,No,"['443','1231','2159']",TRUE,0,1,NoWait,7.196666667,3,-0.223333333,0
454,1842,2383,3,0,3000,34,0,4,M,18,23,0.14,"['681', '1806', '2383', '2621']",2462,1,No,"['681','1806','2621']",TRUE,0,1,NoWait,8.736666667,3,-2.696666667,0
454,1846,1078,3,0,3000,34,0,4,M,18,23,0.13,"['416', '1078', '1693']",2185,2,No,"['416','1693','2329']",TRUE,0,1,NoWait,7.763333333,3,-1.356666667,0
454,1848,235,3,0,3000,34,0,4,M,18,23,0.14,"['235', '522']",2613,3,No,"['522','1117','2291','2765']",TRUE,0,1,NoWait,6.9125,4,-1.0725,0
454,1853,80,3,0,3000,34,0,4,M,18,23,0.13,"['80', '757']",2223,4,No,"['757','1087','2147']",TRUE,0,1,NoWait,7.156666667,3,-0.863333333,0
454,1854,2157,3,0,3000,34,0,4,M,18,23,0.14,"['541', '1534', '2157', '2386']",2471,5,No,"['541','1534','2386']",TRUE,0,1,NoWait,7.953333333,3,-1.406666667,0
450,1830,673,3,0,3000,41,0,4,F,17,28,0.06,"['94', '673']",573,0,No,['94'],FALSE,0,3,15CD,0.94,1,7.06,1
450,1839,1107,3,0,3000,41,0,4,F,17,28,0.13,"['310', '575', '1007', '1107', '1337']",2370,1,No,"['310','575','1007','1337','1708','2003','2299','2625']",FALSE,0,3,15CD,3.28125,8,2.2825,1
450,1847,1916,3,0,3000,41,0,4,F,17,28,0.12,"['318', '943', '1484', '1909', '1916', '2492']",1924,2,No,"['318','943','1484','1909','2492']",TRUE,0,3,15CD,4.984,5,1.052,1
450,1857,2303,3,0,3000,41,0,4,F,17,28,0.15,"['609', '1352', '2303', '2348']",2655,3,No,"['609','1352','2348']",TRUE,0,3,15CD,7.826666667,3,-1.26,1
450,1863,1512,3,0,3000,41,0,4,F,17,28,0.12,"['935', '1512', '2348']",1964,4,No,"['935','2348']",TRUE,0,3,15CD,11.74,2,-4.94,1
450,1867,973,3,0,3000,41,0,4,F,17,28,0.14,"['973', '1477']",2396,5,No,['1477'],TRUE,0,3,15CD,14.77,1,-6.77,1
455,1852,356,3,0,3000,50,0,4,F,24,18,0.14,"['356', '814']",2442,0,No,"['1371','814','1757','2481']",FALSE,0,2,10CD,6.2025,4,-0.4175,1.5
455,1856,1413,3,0,3000,50,0,4,F,24,18,0.1,['1413'],1413,1,No,,TRUE,0,2,10CD,0,1,8,1.5
455,1862,873,3,0,3000,50,0,4,F,24,18,0.15,"['818', '873', '939']",2734,2,No,"['818','939','1909']",TRUE,0,2,10CD,6.363333333,3,0.116666667,1.5
455,1864,878,3,0,3000,50,0,4,F,24,18,0.15,"['878', '1064']",2714,3,No,"['1064','2064']",TRUE,0,2,10CD,10.32,2,-3.8,1.5
455,1868,2404,3,0,3000,50,0,4,F,24,18,0.13,"['1462', '2404']",2304,4,No,['1462'],TRUE,0,2,10CD,14.62,1,-6.62,1.5
455,1873,2590,3,0,3000,50,0,4,F,24,18,0.13,"['484', '1227', '2098', '2590']",2290,5,No,"['484','1227','2098']",TRUE,0,2,10CD,6.993333333,3,-0.113333333,1.5
456,1858,1125,3,0,3000,23,0,2,M,25,35,0.15,"['696', '1125', '1276']",2649,0,No,"['696','1276','1799','2223','2685']",FALSE,0,3,15CD,5.37,5,0.02,1
456,1865,97,3,0,3000,23,0,2,M,25,35,0.11,"['97', '1246']",1751,1,No,"['1246','2541']",TRUE,0,3,15CD,12.705,2,-5.705,1
456,1869,1503,3,0,3000,23,0,2,M,25,35,0.13,"['462', '1257', '1503', '1988']",2215,2,No,"['462','1257','1988','2602']",TRUE,0,3,15CD,6.505,4,-0.4425,1
456,1871,2092,3,0,3000,23,0,2,M,25,35,0.14,"['428', '1056', '1564', '2092', '2106']",2586,3,No,"['428','1056','1564','2106','2659']",TRUE,0,3,15CD,5.318,5,0.324,1
456,1874,259,3,0,3000,23,0,2,M,25,35,0.15,"['259', '515']",2644,4,No,"['515','1030','1545','2003','2409','2742']",TRUE,0,3,15CD,4.57,6,0.716666667,1
456,1875,1750,3,0,3000,23,0,2,M,25,35,0.13,"['314', '768', '1147', '1579', '1750', '2026']",2224,5,No,"['314','768','1147','1579','2026','2541']",TRUE,0,3,15CD,4.235,6,1.546666667,1
457,1885,2346,3,0,3000,38,0,4,F,36,19,0.11,"['299', '674', '1056', '1420', '1712', '2056', '2318', '2346', '2602']",1744,0,Yes,"['299','674','1056','1420','1712','2056','2318','2602','2825']",FALSE,0,1,NoWait,3.138888889,9,1.896666667,0
457,1888,644,3,0,3000,38,0,4,F,36,19,0.06,['644'],444,1,Yes,,TRUE,0,1,NoWait,0,1,8,0
457,1891,2271,3,0,3000,38,0,4,F,36,19,0.14,"['102', '856', '1643', '2271', '2465']",2406,2,No,"['102','856','1643','2465']",TRUE,0,1,NoWait,6.1625,4,0.33,0
457,1894,775,3,0,3000,38,0,4,F,36,19,0.15,"['227', '775', '863']",2712,3,No,"['227','2405','2780','863','1678']",TRUE,0,1,NoWait,5.56,5,0.068,0
457,1896,2222,3,0,3000,38,0,4,F,36,19,0.13,"['257', '734', '1204', '1803', '2222', '2424']",2298,4,No,"['257','734','1204','1803','2424','2875']",TRUE,0,1,NoWait,4.791666667,6,0.895,0
457,1898,931,3,0,3000,38,0,4,F,36,19,0.11,"['587', '931', '1890']",1841,5,No,"['587','1890','2481']",TRUE,0,1,NoWait,8.27,3,-2.01,0
459,1901,1650,3,0,3000,20,0,2,M,31,17,0.14,"['382', '465', '931', '1272', '1650', '1746']",2404,0,No,"['465','382','931','1272','1746','2234','2587']",FALSE,0,3,15CD,3.695714286,7,2.06,1
459,1904,2245,3,0,3000,20,0,2,M,31,17,0.13,"['321', '670', '1015', '1352', '1659', '2018', '2245', '2310']",2235,1,No,"['321','670','1015','1352','1659','2018','2310','2613','2867']",TRUE,0,3,15CD,3.185555556,9,1.921111111,1
459,1907,81,3,0,3000,20,0,2,M,31,17,0.14,"['81', '393']",2588,2,No,"['393','708','1147','1488','1799','2121','2121','2500','920']",FALSE,0,3,15CD,2.777777778,9,2.542222222,1
459,1910,2694,3,0,3000,20,0,2,M,31,17,0.13,"['303', '712', '1022', '1359', '1723', '2034', '2386', '2694', '2753']",2141,3,No,"['303','712','1022','1359','1723','2034','2386','2753']",TRUE,0,3,15CD,3.44125,8,1.93375,1
459,1921,2480,3,0,3000,20,0,2,M,31,17,0.11,"['272', '515', '799', '1102', '1465', '1878', '2329', '2480', '2742']",1838,4,No,"['272','515','799','1102','1465','1878','2329','2742','3007','515']",TRUE,0,3,15CD,3.007,10,2.395,1
461,1914,638,3,0,3000,22,0,2,M,20,36,0.13,"['590', '638', '973']",2265,0,Yes,"['590','973','1280','1765','2208','2590','2912']",FALSE,0,2,10CD,4.16,7,0.787142857,1.5
461,1918,1269,3,0,3000,22,0,2,M,20,36,0.14,"['412', '878', '1269', '1272']",2497,1,Yes,"['412','878','1272','1556','1920','2200','2481','2772','2992']",TRUE,0,2,10CD,3.324444444,9,1.348888889,1.5
461,1922,2106,3,0,3000,22,0,2,M,20,36,0.11,"['344', '708', '1140', '1534', '1806', '2071', '2106', '2439']",1767,2,Yes,"['344','708','1140','1534','2071','1806','2439','2712','2996']",TRUE,0,2,10CD,3.328888889,9,1.488888889,1.5
461,1924,1098,3,0,3000,22,0,2,M,20,36,0.12,"['280', '564', '814', '1083', '1098', '1386']",2012,3,Yes,"['280','564','814','1083','1386','1674','1996','2352','2651','3003']",FALSE,0,2,10CD,3.003,10,2.041,1.5
461,1926,1032,3,0,3000,22,0,2,M,20,36,0.13,"['340', '651', '943', '1032', '1280']",2152,4,Yes,"['340','651','943','1280','1617','1901','2242','2549','2772','2992']",TRUE,0,2,10CD,2.992,10,1.854,1.5
461,1930,864,3,0,3000,22,0,2,M,20,36,0.13,"['375', '712', '864', '1030']",2334,5,Yes,"['375','712','1030','1348','1685','2045','2409','2791','2992']",TRUE,0,2,10CD,3.324444444,9,1.576666667,1.5
462,1928,1523,3,0,3000,33,0,5,M,23,37,0.11,"['314', '541', '1041', '1340', '1523', '1950']",1873,0,Yes,"['314','541','1041','1340','1950']",TRUE,0,3,15CD,3.9,5,2.662,1
462,1931,1729,3,0,3000,33,0,5,M,23,37,0.12,"['507', '916', '1140', '1511', '1729', '2030']",1999,1,Yes,"['507','916','1140','1511','2030']",TRUE,0,3,15CD,4.06,5,1.996,1
462,1934,2196,3,0,3000,33,0,5,M,23,37,0.11,"['412', '946', '1329', '1829', '1920', '2196', '2549']",1847,2,Yes,"['412','946','1829','1329','2549','1920']",TRUE,0,3,15CD,4.248333333,6,1.51,1
462,1937,2687,3,0,3000,33,0,5,M,23,37,0.11,"['564', '1143', '1492', '1890', '2204', '2636', '2687', '2946']",1841,3,Yes,"['564','1143','1492','1890','2204','2946','2636']",TRUE,0,3,15CD,4.208571429,7,0.66,1
462,1940,2087,3,0,3000,33,0,5,M,23,37,0.13,"['761', '1196', '1537', '2087', '2132']",2355,4,Yes,"['761','1537','2996','2825','1196','2132']",TRUE,0,3,15CD,4.993333333,6,-0.08,1
462,1943,1023,3,0,3000,33,0,5,M,23,37,0.14,"['594', '1023', '1219']",2404,5,Yes,"['594','1219','1787','2000','2984','2375']",TRUE,0,3,15CD,4.973333333,6,0.22,1
464,1932,1077,3,0,3000,59,0,4,F,30,15,0.12,"['765', '1077', '1977']",1900,0,No,"['765','1977']",TRUE,0,2,10CD,9.885,2,-2.965,1.5
464,1936,2655,3,0,3000,59,0,4,F,30,15,0.13,"['643', '1268', '1840', '2458', '2655']",2255,1,No,"['643','1268','1840','2458']",TRUE,0,2,10CD,6.145,4,-0.1325,1.5
464,1938,2851,3,0,3000,59,0,4,F,30,15,0.14,"['780', '1590', '2458', '2851']",2551,2,No,"['780','1590','2458']",TRUE,0,2,10CD,8.193333333,3,-2.03,1.5
464,1941,606,3,0,3000,59,0,4,F,30,15,0.12,"['587', '606', '1496']",1910,3,No,"['587','1496','2276']",TRUE,0,2,10CD,7.586666667,3,-1.12,1.5
464,1944,2902,3,0,3000,59,0,4,F,30,15,0.15,"['988', '2053', '2902']",2702,4,No,"['988','2053']",TRUE,0,2,10CD,10.265,2,-3.605,1.5
464,1946,2207,3,0,3000,59,0,4,F,30,15,0.14,"['784', '1670', '2207', '2503']",2404,5,No,"['784','1670','2503']",TRUE,0,2,10CD,8.343333333,3,-2.296666667,1.5
465,1939,1242,3,0,3000,32,0,3,M,37,20,0.12,"['784', '1242', '1958']",2084,0,No,"['784','1958','2708']",TRUE,0,3,15CD,9.026666667,3,-3.093333333,1
465,1942,1291,3,0,3000,32,0,3,M,37,20,0.15,"['768', '1291', '1390']",2701,1,No,"['768','1390','2321']",TRUE,0,3,15CD,7.736666667,3,-1.356666667,1
465,1945,1681,3,0,3000,32,0,3,M,37,20,0.13,"['719', '1477', '1681', '2227']",2154,2,No,"['719','1477','2227']",TRUE,0,3,15CD,7.423333333,3,-1.05,1
465,1947,296,3,0,3000,32,0,3,M,37,20,0.13,"['296', '867']",2329,3,No,"['867','1409','1958','2469']",TRUE,0,3,15CD,6.1725,4,-0.4575,1
465,1948,1968,3,0,3000,32,0,3,M,37,20,0.14,"['564', '1045', '1651', '1968', '2189']",2379,4,No,"['564','1045','1651','2189']",TRUE,0,3,15CD,5.4725,4,0.5325,1
465,1949,1312,3,0,3000,32,0,3,M,37,20,0.13,"['647', '1193', '1312', '1731']",2281,5,No,"['647','1193','1731','2151','2609']",FALSE,0,3,15CD,5.218,5,0.358,1
466,1950,939,3,0,3000,26,0,4,M,25,16,0.15,"['382', '939', '1022']",2717,0,No,"['382','1022','1780','2367']",TRUE,0,1,NoWait,5.9175,4,0.1425,0
466,1951,2063,3,0,3000,26,0,4,M,25,16,0.13,"['469', '946', '1416', '1950', '2063', '2420']",2143,1,No,"['469','946','1416','1950','2420','2719']",TRUE,0,1,NoWait,4.531666667,6,0.851666667,0
466,1952,1527,3,0,3000,26,0,4,M,25,16,0.13,"['242', '746', '1253', '1527', '1890']",2237,2,No,"['242','746','1253','1890','2503']",TRUE,0,1,NoWait,5.006,5,1.312,0
466,1954,2501,3,0,3000,26,0,4,M,25,16,0.13,"['325', '840', '1276', '1727', '2174', '2501', '2575']",2326,3,No,"['325','840','1276','1727','2174','2575']",TRUE,0,1,NoWait,4.291666667,6,1.403333333,0
466,1956,1764,3,0,3000,26,0,4,M,25,16,0.12,"['431', '780', '1128', '1469', '1742', '1764', '2094']",2070,4,No,"['431','780','1128','1469','1742','2094','2435','2734']",TRUE,0,1,NoWait,3.4175,8,1.77,0
466,1958,1272,3,0,3000,26,0,4,M,25,16,0.13,"['219', '640', '1125', '1272', '1564']",2308,5,No,"['219','640','1125','1564','1988','2371','2757']",TRUE,0,1,NoWait,3.938571429,7,1.531428571,0
467,1953,548,3,0,3000,23,0,4,M,45,44,0.13,"['515', '548', '1090']",2258,0,No,"['515','1090','1666','2325']",FALSE,0,2,10CD,5.8125,4,0.1825,1.5
467,1955,1072,3,0,3000,23,0,4,M,45,44,0.14,"['390', '1072', '1242']",2430,1,Yes,"['390','1242','2181']",TRUE,0,2,10CD,7.27,3,-0.296666667,1.5
467,1957,2596,3,0,3000,23,0,4,M,45,44,0.12,"['621', '1325', '1969', '2560', '2596']",1996,2,Yes,"['621','1325','1969','2560']",TRUE,0,2,10CD,6.4,4,-0.3975,1.5
467,1959,444,3,0,3000,23,0,4,M,45,44,0.14,"['444', '606']",2538,3,Yes,"['606','1196','1810','2375']",TRUE,0,2,10CD,5.9375,4,0.1625,1.5
467,1960,1973,3,0,3000,23,0,4,M,45,44,0.12,"['643', '1268', '1844', '1973', '2454']",1919,4,Yes,"['643','1268','1844','2454']",TRUE,0,2,10CD,6.135,4,-0.1225,1.5
467,1961,2752,3,0,3000,23,0,4,M,45,44,0.13,"['568', '1234', '1943', '2522', '2752']",2152,5,Yes,"['568','1234','1943','2522']",TRUE,0,2,10CD,6.305,4,-0.11,1.5
472,1977,79,3,0,3000,28,0,4,M,23,25,0.14,"['79', '386']",2593,0,No,"['386','784','1333','1863','2287','2723']",TRUE,0,3,15CD,4.538333333,6,1.206666667,1
472,1978,1480,3,0,3000,28,0,4,M,23,25,0.13,"['261', '587', '1106', '1480', '1723']",2357,1,No,"['261','587','1106','1723','2280','2780']",FALSE,0,3,15CD,4.633333333,6,1.136666667,1
472,1980,911,3,0,3000,28,0,4,M,23,25,0.13,"['375', '878', '911', '1352']",2259,2,No,"['375','878','1352','1852','2310','2753']",TRUE,0,3,15CD,4.588333333,6,1.058333333,1
472,1985,108,3,0,3000,28,0,4,M,23,25,0.15,"['108', '378']",2630,3,No,"['378','840','1238','1662','2363']",TRUE,0,3,15CD,4.726,5,1.486,1
472,1989,2044,3,0,3000,28,0,4,M,23,25,0.13,"['348', '727', '1143', '1609', '2044', '2185']",2359,4,No,"['348','727','1143','1609','2185','2571']",TRUE,0,3,15CD,4.285,6,1.413333333,1
472,1994,772,3,0,3000,28,0,4,M,23,25,0.13,"['359', '738', '772', '1181']",2291,5,No,"['359','738','1181','1723','2306','2912']",TRUE,0,3,15CD,4.853333333,6,0.983333333,1
473,1979,1139,3,0,3000,32,0,2,F,34,16,0.15,"['443', '765', '1139', '1185']",2654,0,No,"['443','765','1185','1640','2257','2371','2640','1912','2026']",FALSE,0,1,NoWait,2.933333333,9,2.203333333,0
473,1981,45,3,0,3000,32,0,2,F,34,16,0.13,"['45', '583']",2362,1,No,"['583','1000','1075','1469','1878','1946','2181','2314','2496','2768']",TRUE,0,1,NoWait,2.768,10,2.034,0
473,1986,2259,3,0,3000,32,0,2,F,34,16,0.11,"['125', '522', '659', '893', '1159', '1367', '1507', '1734', '1916', '2068', '2109', '2259', '2340']",1719,2,No,"['125','522','659','893','1159','1367','1507','1734','1916','2068','2340','2109','2674']",TRUE,0,1,NoWait,2.056923077,13,3.323076923,0
473,1999,1562,3,0,3000,32,0,2,F,34,16,0.14,"['579', '806', '1003', '1562', '1753']",2409,3,No,"['579','806','1003','1753','2117','2723','2329']",TRUE,0,1,NoWait,3.89,7,1.372857143,0
473,2009,471,3,0,3000,32,0,2,F,34,16,0.14,"['155', '471', '750']",2521,4,No,"['155','750','958','1462','2075','2598','2912']",TRUE,0,1,NoWait,4.16,7,1.165714286,0
473,2018,1329,3,0,3000,32,0,2,F,34,16,0.15,"['132', '443', '1329', '1333']",2696,5,No,"['132','443','1333','1738','1935','2465','2928']",TRUE,0,1,NoWait,4.182857143,7,1.475714286,0
476,1984,2263,3,0,3000,27,0,4,M,43,44,0.13,"['435', '844', '1284', '1666', '2018', '2263', '2446']",2217,0,No,"['1284','2018','435','844','1666','2446','2708']",FALSE,0,1,NoWait,3.868571429,7,1.484285714,0
476,1991,1218,3,0,3000,27,0,4,M,43,44,0.13,"['568', '1159', '1218', '1784']",2134,1,No,"['568','1159','1784','2393','2109','2742']",TRUE,0,1,NoWait,4.57,6,0.563333333,0
476,1993,2944,3,0,3000,27,0,4,M,43,44,0.13,"['500', '1132', '1723', '2276', '2507', '2715', '2944']",2344,2,No,"['500','1132','1723','2276','2507','2715']",TRUE,0,1,NoWait,4.525,6,0.525,0
476,2004,2702,3,0,3000,27,0,4,M,43,44,0.13,"['416', '984', '1693', '2352', '2702']",2302,3,No,"['416','984','1693','2352']",TRUE,0,1,NoWait,5.88,4,0.255,0
476,2011,234,3,0,3000,27,0,4,M,43,44,0.15,"['234', '503']",2631,4,No,"['503','1412','2178','2579','2833']",TRUE,0,1,NoWait,5.666,5,-0.626,0
476,2019,2301,3,0,3000,27,0,4,M,43,44,0.14,"['462', '1204', '1837', '2301', '2454']",2447,5,No,"['462','1204','1837','2454','2727','2878']",TRUE,0,1,NoWait,4.796666667,6,0.016666667,0
474,1983,370,3,0,3000,52,3,2,F,29,23,0.15,"['276', '370', '439']",2631,0,No,"['276','276','787','1026','1424','1666','1829','2462','2613','2064','439']",FALSE,0,2,10CD,2.375454545,11,3.108181818,1.5
474,1988,1329,3,0,3000,52,3,2,F,29,23,0.13,"['151', '530', '696', '958', '1068', '1314', '1329', '1378']",2251,1,No,"['151','530','696','958','1068','1314','1378','1723','2060','2231','2621']",TRUE,0,2,10CD,2.382727273,11,3.125454545,1.5
474,1995,894,3,0,3000,52,3,2,F,29,23,0.13,"['178', '340', '689', '814', '894', '1140']",2254,2,No,"['178','340','689','814','1140','1246','1617','1742','2136','2253','2689','2825']",TRUE,0,2,10CD,2.354166667,12,2.935,1.5
474,2005,2621,3,0,3000,52,3,2,F,29,23,0.12,"['337', '518', '912', '1015', '1231', '1488', '1636', '2083', '2253', '2621', '2689']",1932,3,No,"['337','518','912','1015','1488','1636','2083','2253','2689','1231']",TRUE,0,2,10CD,2.689,10,2.88,1.5
474,2016,483,3,0,3000,52,3,2,F,29,23,0.14,"['223', '393', '483', '594']",2589,4,No,"['223','393','594','799','984','1178','1340','1518','1708','2113','2234','2568']",TRUE,0,2,10CD,2.14,12,3.4975,1.5
474,2024,303,3,0,3000,52,3,2,F,29,23,0.14,"['231', '303', '481']",2622,5,No,"['231','481','700','946','1166','1371','1621','1799','2034','2291','2530','2768']",TRUE,0,2,10CD,2.306666667,12,3.029166667,1.5
475,1982,1702,3,0,3000,63,0,5,M,38,22,0.09,"['178', '594', '1702']",1302,0,Yes,"['178','594']",FALSE,0,3,15CD,2.97,2,4.75,1
475,1992,2942,3,0,3000,63,0,5,M,38,22,0.14,"['223', '1378', '2942']",2542,1,Yes,"['223','1378']",TRUE,0,3,15CD,6.89,2,0.83,1
475,2006,1148,3,0,3000,63,0,5,M,38,22,0.11,"['806', '1148', '1973']",1775,2,Yes,"['806','1973']",TRUE,0,3,15CD,9.865,2,-2.945,1
475,2015,472,3,0,3000,63,0,5,M,38,22,0.09,"['472', '1848']",1324,3,Yes,['1848'],TRUE,0,3,15CD,18.48,1,-10.48,1
475,2028,243,3,0,3000,63,0,5,M,38,22,0.11,"['243', '1200']",1743,4,Yes,"['1200','2056']",TRUE,0,3,15CD,10.28,2,-3.28,1
475,2042,2420,3,0,3000,63,0,5,M,38,22,0.11,"['340', '1000', '1670', '2287', '2420']",1820,5,Yes,"['340','1000','1670','2287']",TRUE,0,3,15CD,5.7175,4,0.4875,1
478,1987,2969,3,0,3000,22,0,2,M,38,22,0.15,"['780', '1409', '2291', '2969']",2669,0,No,"['780','1409','2291']",FALSE,0,3,15CD,7.636666667,3,-1.256666667,1
478,1996,381,3,0,3000,22,0,2,M,38,22,0.15,"['381', '564']",2717,1,No,"['2897','1628','564']",TRUE,0,3,15CD,9.656666667,3,-3.306666667,1
478,2001,2759,3,0,3000,22,0,2,M,38,22,0.14,"['632', '1681', '2759']",2559,2,No,"['632','1681']",TRUE,0,3,15CD,8.405,2,-1.205,1
478,2012,840,3,0,3000,22,0,2,M,38,22,0.16,"['840', '856']",2884,3,No,"['856','2757','1708']",TRUE,0,3,15CD,9.19,3,-3.223333333,1
478,2033,386,3,0,3000,22,0,2,M,38,22,0.14,"['386', '708']",2578,4,No,"['1503','708','2681']",TRUE,0,3,15CD,8.936666667,3,-2.563333333,1
478,2046,2574,3,0,3000,22,0,2,M,38,22,0.15,"['496', '1412', '2574', '2647']",2627,5,No,"['1412','496','2647']",TRUE,0,3,15CD,8.823333333,3,-2.176666667,1
477,1990,2764,3,0,3000,20,0,2,F,38,22,0.11,"['174', '329', '685', '981', '1348', '1511', '1950', '2125', '2367', '2594', '2764', '2837']",1827,0,No,"['174','329','685','981','1348','1511','1950','2125','2367','2594','2837']",FALSE,0,2,10CD,2.579090909,11,2.618181818,1.5
477,2000,18,3,0,3000,20,0,2,F,38,22,0.14,"['18', '503']",2415,1,No,"['503','643','909','1178','1310','1700','1856','2113','2329','2609','2848']",TRUE,0,2,10CD,2.589090909,11,2.531818182,1.5
477,2007,2490,3,0,3000,20,0,2,F,38,22,0.11,"['234', '390', '579', '821', '954', '1299', '1731', '1965', '2189', '2490', '2643']",1847,2,No,"['234','579','821','954','1299','1731','1965','2189','390','2643']",TRUE,0,2,10CD,2.643,10,3.058,1.5
477,2022,2490,3,0,3000,20,0,2,F,38,22,0.12,"['227', '446', '640', '1102', '1310', '1727', '1939', '2208', '2490', '2549']",2041,3,No,"['227','446','640','1102','1310','1727','1939','2208','2549']",TRUE,0,2,10CD,2.832222222,9,2.868888889,1.5
477,2037,2321,3,0,3000,20,0,2,F,38,22,0.11,"['265', '598', '727', '962', '1321', '1715', '1969', '2189', '2291', '2321', '2640']",1681,4,No,"['265','598','727','962','1321','1715','1969','2189','2291','2640']",TRUE,0,2,10CD,2.64,10,2.741,1.5
477,2052,708,3,0,3000,20,0,2,F,38,22,0.13,"['208', '621', '708', '1268']",2140,5,No,"['208','621','1268','2121','2818']",TRUE,0,2,10CD,5.636,5,0.582,1.5
479,1998,1716,3,0,3000,33,0,1,M,37,31,0.1,['1716'],1516,0,Yes,,FALSE,0,1,NoWait,0,1,8,0
479,2008,2827,3,0,3000,33,0,1,M,37,31,0.14,"['1757', '2827']",2527,1,Yes,['1757'],TRUE,0,1,NoWait,17.57,1,-9.57,0
479,2020,2774,3,0,3000,33,0,1,M,37,31,0.14,"['958', '1950', '2774', '2897']",2577,2,No,"['1950','958','2897']",TRUE,0,1,NoWait,9.656666667,3,-3.896666667,0
479,2034,1047,3,0,3000,33,0,1,M,37,31,0.12,"['787', '1047', '1871']",1976,3,No,"['787','1871','2537','2882']",TRUE,0,1,NoWait,7.205,4,-1.99,0
479,2060,474,3,0,3000,33,0,1,M,37,31,0.14,"['474', '814']",2560,4,No,"['814','1625','2238','2689']",TRUE,0,1,NoWait,6.7225,4,-1.305,0
479,2071,436,3,0,3000,33,0,1,M,37,31,0.14,"['436', '727']",2609,5,No,"['727','1560','2291','2712']",TRUE,0,1,NoWait,6.78,4,-1.1675,0
482,2003,1915,3,0,3000,38,3,4,F,41,33,0.13,"['454', '882', '1340', '1750', '1915', '2215']",2200,0,No,"['454','882','1340','1750','2215','2609']",TRUE,0,1,NoWait,4.348333333,6,1.163333333,0
